"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
0,0,0,27.2064921939635,25.3649477066494,21.7270339391867,0,0,0,24.2902778192598,0,14.3016360256048,0,0,0,0,25.0894154842836,25.2874131971936,23.2435414963892,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20.6675806790025,4,24.1922127926451,0,0,0,14.3015774784435,0,17.7009855347394,0,0,0,0,20.5862324766137,19.2209834664857,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,4,20.656609274908,0,0,0,17.7023361170768,0,15.7848552582969,0,0,0,0,18.817417171697,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.5834164683256,28.4519798143154,0,0,0,0,15.7878657607896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28.1961171992781,0,0,0,0,0,0,24.6774504000243,0,0,0,12.1450699123412,23.5778103853634,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22.7129456712558,19.6443475425196,0,0,0,0,24.6787552317228,0,20.9989728317664,0,0,15.9175955385729,19.3270410947722,22.0575431791694,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25.197823945674,19.8138111050092,25.0871410382282,0,0,0,0,20.9894838077339,0,24.6993449299844,0,0,23.2122364356841,20.1572400822825,23.7361748949576,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22.8129644034173,25.2768866340685,20.5805911162745,0,0,0,0,24.694320277543,0,25.5876899588211,0,0,24.8403512754699,33.1623267633267,26.304289383333,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23.2484375219483,19.2251225424689,18.8131090558091,0,0,0,0,25.5999421866182,0,0,0,0,29.7483377884204,20.0385050387025,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1458026732102,15.9187123633714,0,0,0,0,16.8123143210475,0,0,0,20.055460905607,4,11.5967051868881,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5750333998489,19.3253223326278,23.2126123022282,0,0,16.8096371432335,0,23.4069053547002,0,0,0,20.6762453011353,21.5544604619815,24.3160214215295,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0577213254025,20.1604810112386,24.8363000239123,0,0,23.4111377239565,0,23.6135867895094,0,0,0,25.7749932723335,24.1859755987068,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7394967520881,33.1540983185522,29.7622237334256,0,0,23.6133247046544,0,29.4323874321302,0,0,0,28.9819311726056,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2947712183099,20.0432178699151,0,0,0,29.4132992518885,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0539381762044,0,0,0,0,0,11.2290627518765,0,0,26.5117176095325,19.9314154891371,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20.6757483152818,0,0,0,11.228378350328,0,17.6645292161507,0,16.3289360221797,10.326345289023,20.9914262831815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5957332471838,21.5562328543592,25.7749932723335,0,0,0,17.6677089649908,0,14.6496136994674,0,23.8500982916414,18.6255592047359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3178084455025,24.1840850175433,28.9878033481886,0,0,0,14.6453739933356,0,0,0,17.9541219163017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5219320325787,16.3266201924869,0,0,0,27.8343255631829,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9304384751257,10.3275140034108,23.848254435079,0,27.8452868948062,0,29.3237562678719
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9922785863462,18.6216938231586,17.9564311380853,0,29.3196321673562,0
