"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,0,0,0,0.406221753254063,0,0,0,0,0,0.249657180394977,0,0,0,0,0,0,0.345578984550909,0.271158523840407,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.259068070220439,0.273739596851458,0,0,0,0,0,0,0.249644850686383,0,0,0,0,0,0.288453060232825,0.273739596851458,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.273739596851458,0.24885399621387,0.273683306547562,0,0,0,0,0.249644850686383,0,0.28367038160369,0,0,0,0,0.35708766695857,0.24885399621387,0.310333886553212,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.295190391404707,0.248735050310306,0.289172080747899,0,0,0,0,0.28367038160369,0,0.331822552764399,0,0,0,0,0.382720396804444,0.27684812764589,0.33963048261468,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.273624432336752,0.362483161726622,0.380494868310592,0,0,0,0,0.331822552764399,0,0.386754974262102,0,0,0,0,0.30565135866875,0.300505363092087,0.328165701821188,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.306693182814353,0.283856128498126,0.303801608744823,0,0,0,0,0.386754974262102,0,0.271380655684563,0,0,0,0,0.390450520660285,0.248480475935785,0.315161056785178,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.311972257865077,0.248344806251027,0.345578984550909,0,0,0,0,0.271380655684563,0,0.318816737541534,0,0,0,0,0.410628945031067,0.279380874628776,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.344049691961804,0.271158523840407,0,0,0,0,0,0.318816737541534,0,0,0,0,0,0,0.300497705389598,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.288453060232825,0.35708766695857,0,0,0,0,0,0,0.249644850686383,0,0,0,0,0.248967407125368,0.380628978296715,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.273739596851458,0.24885399621387,0.382720396804444,0,0,0,0,0.249644850686383,0,0.371247270745527,0,0,0,0.30970344850258,0.297314473600896,0.335237408199492,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.310333886553212,0.27684812764589,0.30565135866875,0,0,0,0,0.371247270745527,0,0.316708321470234,0,0,0,0.344698164004369,0.312513823572036,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33963048261468,0.300505363092087,0.390450520660285,0,0,0,0,0.316708321470234,0,0.288583298576858,0,0,0,0.343686973426146,0.309416165880466,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328165701821188,0.248480475935785,0.410628945031067,0,0,0,0,0.288583298576858,0,0.249654517097943,0,0,0,0.342522185989352,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315161056785178,0.279380874628776,0.300497705389598,0,0,0,0,0.249654517097943,0,0,0,0,0.422335657160282,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248967407125368,0.30970344850258,0,0,0,0,0,0.319768898643263,0,0,0.351590740064226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380628978296715,0.297314473600896,0.344698164004369,0,0,0,0.319768898643263,0,0.283271375682426,0,0.289188322547643
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335237408199492,0.312513823572036,0.343686973426146,0,0,0,0.283271375682426,0,0,0.293510877950756
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309416165880466,0.342522185989352,0.422335657160282,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351590740064226,0.289188322547643,0.293510877950756,0,0
