"transaction_id","project_id","transaction_isodate","transaction_year","transaction_value_code","transaction_currency","transaction_value"
"LVyfXpWY38R5bkksBSSEhg","P050751","","2000","D","USD","86716796.1276"
"K4axPRa7bZRzwEZdLhCrgF","P101160","","2009","D","USD","23015720.3277"
"Bv5VwsFYrEu5HGcQivf3TM","P036060","","1996","D","USD","31408263.6175"
"Ayzds83FvPZDTo3VwBz4NG","P036076","","1996","D","USD","409295164.122"
"XBUNesFUXfgdZfKY96CHRm","P112635","","2009","D","USD","12008685.1342"
"R7minbrYvS3TpJd5bb73QH","P051171","","1998","D","USD","84052335.0269"
"UhzcSv2QfG3f8DnDsbN2Dj","P082976","","2004","D","USD","55460028.5348"
"hR4w9omyGapp3MJzx5Tvyi","P082976","","2008","D","USD","30072355.7539"
"37SNdnKDLZBzyPDv38ktMh","P055684","","1998","D","USD","6342374.79001"
"iSYvgL8UVr6JnDh5owt9ZJ","P039754","","1995","D","USD","31173804.4013"
"X95zQ7Ujh2sRFwewfhJdRE","P073002","","2003","D","USD","120219862.992"
"gD9TUqVXEVR7FZhKX7DJTW","P113492","","2010","D","USD","255329396.011"
"3n6rqGhnFsjMH6EEVckq6d","P113492","","2008","D","USD","208797161.002"
"dxbXX9oYTTzxmDaVcpwdGQ","P082754","","2004","D","USD","50431468.2213"
"5SbJitRVkEcQjShkqjfz94","P089989","","2006","D","USD","6927392.48841"
"Sz6fkonCPpZv8Wo7ZTA69F","P000957","","1996","D","USD","122800679.34"
"xdtTWXqPzNx2WHdxF8JQEG","P101434","","2008","D","USD","24515901.3393"
"jCghKkmxdCRwMnMvWvXB8W","P065189","","2001","D","USD","61742657.3774"
"ZEWd5cCM2Aa2YNZPrwJjdF","P117000","","2010","D","USD","4595929.1282"
"z5bnwoc6B2WPV8QbDwgt9Y","P117000","","2010","D","USD","3597117.29844"
"sniCRB6kSnWGSPxedWVN6K","P083235","","2004","D","USD","7155610.23142"
"q6MpCNUHcHumQkZToVmYS5","P003596","","1995","D","USD","3802633.52738"
"oQjmYqvcqoRFF2kZhfvzWZ","P003596","","1995","D","USD","148871970.067"
"JXd3cFPq77RWYgry3LoxTD","P003596","","1995","D","USD","132564359.399"
"AVpyfZykxiL6i35Kxhsdih","P076853","","2002","D","USD","4333680.14873"
"yfCHw9MbrbfBUtWgbcnftC","P110191","","2008","D","USD","782989353.756"
"MyeBZjTe4Gcye34uNEv84m","P039983","","1997","D","USD","26812973.983"
"KFQjoAnoCnD768S2UmzabV","P039983","","1997","D","USD","26765107.2876"
"RcCu3kcHts3C9P95bABca8","P050762","","1998","D","USD","82854481.931"
"XqAGe2nveqjzexKJyGVyxi","P087152","","2007","D","USD","30947066.2384"
"mkqCaeSgGFkJzqbfyydApT","P087152","","2008","D","USD","36430565.6682"
"VKcyndQixMCAomvEzx2yGX","P087152","","2004","D","USD","87986118.9885"
"j9L2UR3VQPNwdssNmmmbZT","P008485","","1997","D","USD","14952461.9512"
"Xc8juR43Hw8wPBZpiZM9XA","P069120","","2000","D","USD","14785402.9548"
"7WqMhoAvU33tDKYvYJMmuW","P007015","","1998","D","USD","39770151.3269"
"4DWcoPAmPKkEF49tV6Yund","P113036","","2010","D","USD","30480206.2065"
"vCVirQ7eFyvQuMyUtftqwZ","P124939","","2011","D","USD","500000.0"
"TzVJExKykmtV72HQyQawCN","P118610","","2010","D","USD","5487297.84767"
"sgMeb6aoPaQSokoMZg4yXE","P100935","","2007","D","USD","3450025.1621"
"adNh9Xc8cqNBKcEDxnXQeM","P109575","","2007","D","USD","10632955.3836"
"XoLk7KFYJJcDurcdc9aWvB","P096556","","2008","D","USD","40147274.9314"
"Gc4wqYk62FP9NSLXdMrtqA","P096556","","2008","D","USD","15723035.0238"
"KyGQvy42Kj7DJGMKiuosFN","P112446","","2009","D","USD","31545439.9713"
"FH5r9pW48GP6tFXxNEiirg","P112446","","2010","D","USD","17149116.5342"
"xn4pkXeMW6V3dXWjGK9obm","P069479","","2002","D","USD","7281496.37609"
"mNj4XPw5Yrpw4X3KP5DRGQ","P101829","","2009","D","USD","45601360.7406"
"kUHSih83Hf46zehh4YD9sk","P003253","","1997","D","USD","7491193.60045"
"ZqEHsoMgvdx94L2dmMYuyX","P087716","","2008","D","USD","6233048.99301"
"xdXzzHNfRnRe37AktBfdwk","P120321","","2011","D","USD","180000.0"
"NhQvFF8SaTPeMP7xpTedJL","P084977","","2005","D","USD","17205705.9306"
"2JC4XJgUtyE4TKoRdkvx25","P084977","","2008","D","USD","5958142.20346"
"k3RJpxBrCNkrfnXviMZVST","P004907","","1995","D","USD","35362391.8005"
"7phWMgDYRJDUDA72LyFYta","P004907","","1995","D","USD","119684796.24"
"pG9UfHZoUYumjAxPjkFZkb","P001808","","2001","D","USD","7381301.42932"
"qNKeu7yMw8JK8AR6xxF9Gn","P001808","","2001","D","USD","15265792.9652"
"eYGapZVmvpruczBz3684f","P117278","","2010","D","USD","93852006.2002"
"S48AXD7GCXQtq34RBrtN7H","P084790","","2005","D","USD","258347614.417"
"vsgYEA2S6UB4BFD9bwWzaL","P122370","","2010","D","USD","41108032.7578"
"UqnZ4wL3NCW6Nq9vFUP3E9","P007726","","1997","D","USD","1082096.19165"
"TrpzNdHfYFhcHCvSv63G8h","P041741","","1997","D","USD","13074912.3926"
"PfTYMU2MFRHq4Qv753hGiZ","P002972","","1998","D","USD","103462228.968"
"5cSuUCcDd7mhp5T4sxTzen","P002972","","1998","D","USD","97713193.7623"
"VNt2MrCAuwvx3Rb6JbuMqS","P045499","","2010","D","USD","1608575.19487"
"QDwmrTThiSQjXNvBx53TK3","P045499","","2000","D","USD","63883588.8394"
"izyfEZb44i8QpzkKAkvJGZ","P000309","","2002","D","USD","6054804.97262"
"LJg8R2cacG2cD8ghPcXija","P000309","","2002","D","USD","26334545.1892"
"dGpccsgutE7WR4SbZ546sn","P000309","","2008","D","USD","1656241.69933"
"yxXSZiWdFNFau5WTqyxR6h","P092837","","2009","D","USD","33041937.1435"
"xNXeFJEv2KbBioy3Vp8pDe","P004003","","1996","D","USD","8181111.14551"
"83xKDT7dcQg3tAejws3B2h","P004003","","1996","D","USD","30624077.8495"
"GQUETrWbneLHCNPx6tXPHC","P050576","","1998","D","USD","4818556.41324"
"MxiWVv9p7qVatTVN2g6rEm","P082621","","2005","D","USD","11626441.1068"
"AAXwY3haouqdcPqDHpqe6g","P082621","","2004","D","USD","43733741.1731"
"teecdh5v5RzWnKWLTDqFMe","P078538","","2007","D","USD","204877986.496"
"BHA5a95Fbs5bzx5NYhyieh","P071243","","2001","D","USD","124944443.453"
"fy87zg4KdXANCKkAM3j2YY","P080935","","2005","D","USD","9684962.13805"
"cG8rBUPCvZCk2ptdMNQz2f","P080935","","2005","D","USD","19331674.7571"
"dbxUtaeABCxHRV5BkEYmHJ","P034083","","1997","D","USD","28287931.8183"
"g99psNNbz5FPVdm8wwCC7A","P087003","","2005","D","USD","28179684.8923"
"Qc8sCSEbWYtTxSubn7uf6d","P005749","","1995","D","USD","32339286.8874"
"Gut4CaLenSGmisXHsXp6k4","P005749","","1995","D","USD","31883858.6837"
"rRQxTVaB7QrRc4z8MZEhDg","P071445","","2001","D","USD","844209.859586"
"KCe2z4ZQ9vpMnx2PV6YXL9","P088671","","2006","D","USD","15262349.4809"
"sNGvbKEJeZhnpfDoSquitb","P120947","","2010","D","USD","8847730.63795"
"V6GJbefpBDgdrsjZefbjHi","P070337","","2000","D","USD","129709900.715"
"VFWje4HSh5rwUv8bkDnipa","P087661","","2003","D","USD","9971999.20474"
"zsaNTMUdpfUoW2A3JQHpXJ","P087661","","2003","D","USD","1932105.42592"
"2SYGbEfosykUks7QzzBs6d","P096174","","2007","D","USD","26954255.2632"
"HGKo9t4sPnTsWkwi2p96xT","P039082","","1998","D","USD","49182420.4742"
"riRXLFzzHKhHa78XjJBvvW","P043446","","1996","D","USD","9904482.03717"
"L94qZNVgUoF5MurFJAx5NC","P096207","","2007","D","USD","34661160.4971"
"MdaDw5V2nMkyDU7U8enWrA","P102709","","2007","D","USD","86337821.0777"
"FtUzKHCQS9J8NHXKVS2aL5","P036089","","1996","D","USD","19803373.3207"
"FE8AHwUS6DdsnLUX3rdpYT","P089116","","2005","D","USD","61699436.695"
"3CZswv2m47sLzC7c6Yogke","P106621","","2008","D","USD","5742759.45472"
"5cRvtMM7BHmCFzpmeox6AH","P070430","","1998","D","USD","4030042.00112"
"be3Mtkgq934XeBjktJ72mf","P070430","","1998","D","USD","3818486.9613"
"v9jWCWscuLGzDJ8sHKgRjL","P100327","","2006","D","USD","581994740.854"
"ZucFguG3MaDmXDtPnN2JeU","P100327","","2006","D","USD","78288935.6815"
"XEcZVGeFnSv3w5NUarj9wL","P038932","","1995","D","USD","21962411.2396"
"u65MAXxwtUTn8kajCuicQH","P096931","","2008","D","USD","4532062.63627"
"Rkv3PLNUEuYcGmSahMLCc6","P065466","","2001","D","USD","5792765.04702"
"5LvSfckiA4HoeFNrVFrLPJ","P106702","","2010","D","USD","127664.698006"
"P7pH4nY3aBQKjoWUPKG2VS","P040028","","1996","D","USD","270839542.352"
"UQonkzXFnF7nFQKFt6uYq5","P040028","","1996","D","USD","80643893.0835"
"sE5Kfwqm4CxboRpAkASBkN","P076338","","2004","D","USD","36534341.8528"
"WG3XTDPMrKDHrvPamBBG8Q","P082498","","2004","D","USD","72325318.0358"
"C6E2jk2H3BegQwDvqhaTab","P082498","","2007","D","USD","16742016.4946"
"xXWj4bJYWvYwUci8XFBJJR","P006532","","1997","D","USD","333773925.324"
"dupB36MJqy25Bam3DnKtya","P063340","","1999","D","USD","988881018.022"
"Uwk3bFZ7gT3bwXEmiALmqj","P074726","","2003","D","USD","123173569.787"
"8i9PzqqfPz8RZsUD3gDFaV","P074726","","2008","D","USD","6301790.47846"
"sKwsUGQYH9UX6tKSEQ4f27","P076192","","2001","D","USD","18050210.7863"
"AUEZ2SiN5CCakMHezUG3rP","P074020","","2010","D","USD","35780272.3358"
"C5kPmkBk2a95heqYJzth7h","P074020","","2004","D","USD","96073467.3582"
"t3WVGEN5DRu6CAycQEBE3X","P058877","","1998","D","USD","318379233.209"
"tJfsGyTEBp8hms2Y9UmZDW","P065825","","1999","D","USD","39098942.0382"
"cwM8aPLsAdAWeuyf6PyTYX","P105140","","2007","D","USD","635418.844744"
"G4MAV2hSdrXNEVMSB5x2Wh","P074730","","2002","D","USD","11367025.1823"
"ABu2JN6G3oNXJWWTi7CGaR","P070650","","2000","D","USD","4184162.3138"
"MhjzAcrZkz7WwTWAqtyMQ7","P079663","","2006","D","USD","80541378.1734"
"FcRo38nPgR9hXUHSxdSn5T","P099992","","2006","D","USD","152136769.61"
"BkU5ZEuVkSHXUUNjigoiYT","P114847","","2010","D","USD","13215645.2842"
"GVedz637W6U3XTkQGoWwNQ","P036011","","1996","D","USD","7788061.9979"
"ciej4cgYLTWkoQ6mYPVosM","P059073","","2003","D","USD","6566455.51603"
"qiESxCmc328DCHWgQyAY5E","P059073","","2003","D","USD","67897490.3368"
"Mfy2jBJKC5DuDDKBQkQwZZ","P076730","","2005","D","USD","54239114.4929"
"z9RqnFVhpFLAbN4ksZY7rZ","P066321","","2001","D","USD","437305552.086"
"PbfnM6CKoKbsHDTgzwcBTb","P100047","","2009","D","USD","124545785.794"
"fUxvo8yt2XnD2WdfMNZjXb","P003993","","1998","D","USD","229621479.777"
"KvABEKdnDaSZa2YRi4b9FX","P066954","","2000","D","USD","8941047.92337"
"SXsnKV6xHfvaFjd3ZBwJQS","P120595","","2010","D","USD","2055341.59463"
"cPiJ4gKRx5upwhFP44P3tk","P044325","","1997","D","USD","5906757.02496"
"PJKbJjAjxUf3VFxXsgnGNC","P049448","","1997","D","USD","335162174.787"
"LR8e4zp5qUfguNsP3uavtJ","P096181","","2006","D","USD","6063619.3056"
"doimfkfHrPRmrecRXizqFC","P096181","","2007","D","USD","1469504.7716"
"7dzChetoqrZ6hZBdnocGKj","P074054","","2001","D","USD","7657650.01342"
"ULAdbhirZqj3nRhttDb9WK","P117365","","2011","D","USD","4941895.91"
"TFCbhuWqsVe2Sg6MqtZetB","P093491","","2006","D","USD","29474130.4491"
"9CHsGoVv8cFJmYLZjwC92k","P113451","","2009","D","USD","70144994.864"
"BVm4ujMUcvRCsPg284bj54","P088543","","2006","D","USD","186677558.387"
"jnNdiejyhPgJd5SefS4CXE","P038090","","2002","D","USD","7629903.21383"
"mGJPCFfadsSSPa8iwKptd6","P118308","","2010","D","USD","68428278.131"
"wYu3KnMMTyigSzwarSajKY","P118308","","2010","D","USD","139169609.537"
"zugXugRvHQVV8cgiW3obAa","P118308","","2010","D","USD","157736477.012"
"4yQbsARvy7wDAgv8G6CHHk","P095213","","2006","D","USD","329430985.389"
"RCaQwihu85vb8jb3gqMxJg","P067216","","2001","D","USD","109961167.229"
"5tUuWp6r9nwkS7xqqTn2fQ","P062992","","1998","D","USD","669530497.588"
"Nt2DSzMbphFfgQT4AyvgYD","P093787","","2009","D","USD","18626419.2756"
"iW5RZsNqZTATF7T7Y9CbLa","P093787","","2005","D","USD","61610404.8423"
"jCBELozjWoHhozgpEJutLT","P116787","","2011","D","USD","78492460.84"
"RAY5HCcsM6482R2855aiCm","P089816","","2006","D","USD","27633462.6771"
"uic5nhd2DjGFN29ysRAEma","P065035","","2003","D","USD","78171558.9206"
"FcH7zzofASmCnaqyQ4CTrL","P089929","","2007","D","USD","17594880.6637"
"Qx3umjmAUtnKEKy39FoSXK","P048715","","1997","D","USD","34662323.9882"
"pvpf7R2FYiY8UjTsRMnLTW","P071160","","2006","D","USD","130463438.81"
"hrib3QRuvVcadFzrp7RmCb","P034181","","1995","D","USD","4880204.86562"
"2Du6dve3peZsnbAkMeaW5h","P117382","","2011","D","USD","2157471.84"
"R8oC8sNJokWXrv8TSbjQVj","P058706","","2002","D","USD","2523946.94736"
"6g3uUqFNXWnPi45X6h7XWo","P058706","","2002","D","USD","35981972.3617"
"NEu9YHstvh5UuBtnqjgqPP","P046044","","1997","D","USD","7641941.31509"
"j2kNFDUMWBYbCRyivnJXgn","P049789","","1999","D","USD","14553790.3786"
"HWpk7eQg9wJtQonbc5D4QS","P054801","","1998","D","USD","530268684.358"
"6pKccj8KmK7VHf6dcUX9oZ","P008519","","1996","D","USD","25021136.8209"
"vMqrJKTvaYVJdhjC8eBehf","P008519","","1998","D","USD","21607056.0309"
"7BdjwNa5Zjerirz7MiCwfB","P095877","","2007","D","USD","213428043.023"
"yHNDyNzKdjEACCZFBqWSJG","P084773","","2011","D","USD","9925997.55"
"aQWztPcwCSNpiXKwSudCxS","P042109","","2000","D","USD","407615781.744"
"tFfEjMiXYrcktu5VDFL298","P040652","","1998","D","USD","25158482.1706"
"P9RhFuupEFS8mDReGhSTv5","P040652","","1998","D","USD","28330617.4871"
"2S7EuUfh8zM6u59C4fneYL","P041442","","2003","D","USD","20487735.6253"
"iqTp7379Zy74N5CEX9ysZk","P045622","","1996","D","USD","28634412.375"
"L8KHHn5Ny5zPuupq233DF6","P086480","","2004","D","USD","11147086.4147"
"xGaQEECQqiRbvjQ7uwSq4L","P115642","","2009","D","USD","104644268.267"
"i3DPtHRgoJrotWPTKNbgNj","P088544","","2007","D","USD","2063262.86786"
"gemvX9YwQr5BBK5vSRVdBH","P088544","","2007","D","USD","3180161.94237"
"AMzFZtBQid5CU5Yn3sRsYK","P111667","","2008","D","USD","745888.958767"
"xT42qcUnVCazr7TyNbSDsb","P082715","","2004","D","USD","8549894.56833"
"J9QjCvFYynymBiiV5DUC9E","P105255","","2008","D","USD","22760473.2317"
"qmVmLX9fSRmppYDPSpnNZ5","P105255","","2008","D","USD","39612198.7361"
"dqEWmEsu2NnYFZ3gh7D8LF","P051609","","2003","D","USD","49175014.1555"
"y4nbWgFRnwwkUDzh4nPi5b","P101258","","2009","D","USD","51742497.5355"
"mAkVNMJ2ph6BNTyQE4ADuB","P112334","","2009","D","USD","20312775.5529"
"8JWy5K3FksNACRByjbp2bW","P120265","","2011","D","USD","59428.62"
"CV4o4ojUnW2CSvyNMdDqZf","P040610","","2002","D","USD","139668164.673"
"aHrWVZNfNtBt6AbTb5tN4d","P040610","","2010","D","USD","2215433.45275"
"hcV8LzD4Nmc4xVev2gKKvH","P096439","","2007","D","USD","21262584.1069"
"MefcGAsFgeimTth7QF6Vd4","P096439","","2007","D","USD","14258184.5653"
"PTKf2StToLHjG2WHjNuN6Z","P103633","","2008","D","USD","93238069.3641"
"zSW2bZqoBhsTpTNBdMGBf6","P052297","","1998","D","USD","2464345.8406"
"xnfEtPNdhJpRhjCir5DMo8","P053830","","2000","D","USD","65901269.3517"
"PzK5SDd8Hhj3jgEpM55UhG","P099376","","2007","D","USD","1323609.53391"
"NWW6HrKHpz26bHAaYuKZ8Y","P113028","","2010","D","USD","51973897.6963"
"LBBtHLACqXog7rsxLdRaqV","P006861","","1998","D","USD","64690438.435"
"ba2y3g9z9agehPEvxVPy76","P086525","","2005","D","USD","746239733.352"
"9JqPoVJvfPRCVhdig8FzGE","P005906","","2008","D","USD","19028316.4028"
"fE3fDhbJMXp55JWTxvUvcW","P005906","","2000","D","USD","29691681.8275"
"y3SKhxWHsNEJXhpgHeLEsS","P035634","","1995","D","USD","11203452.4805"
"uPjWcPote5bSEyPFAR73Rc","P105311","","2011","D","USD","312500.0"
"GWTDYh7aN8qtKSLf6zjm5J","P105311","","2011","D","USD","569950.37"
"BaEka3usBiRoNbQvdkfojW","P044912","","1997","D","USD","2878189.55743"
"nvh6rGB4nUeFEoLENVHaxm","P095389","","2006","D","USD","36564332.3205"
"78Kq7uX4j8uhwyVzun6LSL","P068753","","2000","D","USD","4072205.07585"
"is9gQYCrwKfP7WQQNwp92d","P049268","","1997","D","USD","268070457.779"
"sD3gwLmQ2PXMzThfgvztTG","P095863","","2010","D","USD","909388.203498"
"4tcdb9iSNXMjKgxNme3VQD","P065927","","2000","D","USD","10269256.9277"
"BASDpSyg7CTJHDeDSBYxuN","P065927","","2000","D","USD","13175024.4608"
"4epmeAa7MfohxYZSCgNJxN","P103037","","2010","D","USD","9681022.66409"
"bmvm2weVWAcugT32awBrCF","P085230","","2004","D","USD","11429772.0969"
"znUFrfX7rAzeynaf6rfMNb","P094007","","2010","D","USD","69145216.5105"
"GYevJwF4QJmrWxsy9T4VjY","P094007","","2006","D","USD","76165075.2313"
"x7L3AVxHCCZFVeBSnG94xU","P068463","","2000","D","USD","53199797.3909"
"QjiHGzTBts2NGxwGXc9XoE","P078170","","2004","D","USD","142418061.747"
"vvNFnHhPU8NHLXPecpkWiA","P040612","","1999","D","USD","15871032.2776"
"B73owxm3WDuGwBs2uCMwBk","P117363","","2010","D","USD","2023722.57248"
"WaSq9Bf52U2XLYg3wEZ73S","P095593","","2007","D","USD","2405878.6919"
"hvwkLRkpA9VeDj7r7w8H57","P080721","","2004","D","USD","10264565.8415"
"WogHQF7DMtDURMaXiMopPn","P071250","","2009","D","USD","24082898.4912"
"PHLCTQEpfBnCgD6hM5todi","P048204","","2000","D","USD","1542553.49093"
"3TtQZGBitxgxUBGk7bkNBc","P048204","","2000","D","USD","4771566.54207"
"2NMbTrGn3iDrNGcch6V8GJ","P051174","","2000","D","USD","13743075.9259"
"PnS5qGJS6UmZJrGWmcY2KJ","P113148","","2010","D","USD","1698192.64679"
"ahfjSboTdEoXdQc567fbTC","P074191","","2007","D","USD","91711996.1116"
"y9yyNqEvvzL7xW9breaeo4","P074191","","2010","D","USD","1648060.5991"
"4GmjAr6oquUUnTZYrUUFBK","P081482","","2004","D","USD","72685968.5492"
"cPqjwaLxvL786Rqvj87WHn","P081482","","2008","D","USD","21964139.1816"
"ZHHtyQibMdF7QT7L2tqvN9","P111421","","2010","D","USD","4340599.73219"
"UL8Qj7eTprghoxGk4b7j77","P113801","","2010","D","USD","1727495.65769"
"ND7Fb5WmA9xg4uiURoLZ8h","P043102","","1996","D","USD","151483918.227"
"JxmH58yq4aqopT97ZrJnFL","P043871","","1996","D","USD","39166114.6253"
"CD27SQ3axmXbEHJf6bSnvb","P044202","","1997","D","USD","15000988.0581"
"rWQUrRv4MwNJFAwc79wc38","P050938","","2002","D","USD","2265172.61735"
"f7pCoERw5TZbAUgviboq4g","P050938","","2002","D","USD","26913426.186"
"LFsgbuP77N2CU4otcKZzNR","P066051","","2004","D","USD","39940852.2575"
"gfWCTWdEcAbeuzzkCpkoCi","P095873","","2010","D","USD","1020949.91993"
"S6449TkganUJzVwLJmQtNW","P095873","","2007","D","USD","6416126.36468"
"uYSRiPYrzAcHc5N3ZagtM8","P118531","","2010","D","USD","204263516.809"
"jfRTqMVaYmVP8W2zyQqXLn","P095847","","2009","D","USD","18395973.0143"
"mM4MgkHW3hTRLo5NtGGCF3","P056199","","2001","D","USD","124071531.881"
"9sPmCU4i7pmbsXUEpwWSPH","P112719","","2009","D","USD","5198990.90939"
"B6w4ckH9q3dsNWonykexGi","P071391","","2005","D","USD","149403915.717"
"ZRrtNxbRErCgcd7FoWM66P","P107218","","2010","D","USD","19882387.7224"
"DCrCXyzMxBq2Trp5JuGjSW","P004838","","1996","D","USD","105387159.568"
"y3RsUpdgtsH96zXShduzzj","P116194","","2010","D","USD","30842812.7384"
"MQXogaW4ZhWigA2crMrKqF","P095050","","2007","D","USD","34452356.9062"
"XaxXacETd6YPK5U4hAE2aA","P095091","","2010","D","USD","9611523.15658"
"iNJcpwKuxPy6zAPWNJ3Tjc","P107847","","2009","D","USD","33725572.4778"
"mFvQjoo4JjexNQ3iKahYQU","P083051","","2005","D","USD","33138086.2384"
"nhZ8X6AuJXvWEiveazBqHH","P083051","","2009","D","USD","20078327.2797"
"xW8PEjLi9yHf9TMoyv53i7","P000752","","1995","D","USD","17241686.8681"
"J9SVr22aohcxZvWrQE8MMg","P103160","","2009","D","USD","52615306.7558"
"ASxo6zKbbbqCFeDyYmxEk3","P060785","","2000","D","USD","11758108.0155"
"Vvw7ZWPLEEkYirww8nNaFj","P060785","","2000","D","USD","13791026.6686"
"N3TdzxLSR2uqZMyaCEC8FA","P086877","","2005","D","USD","46038319.8581"
"5oXegV88s9RDmJrPRp8iT6","P107612","","2008","D","USD","7589544.21281"
"wL5mWZBzYtFoAbmLdc9RWc","P041199","","1997","D","USD","39299405.7199"
"JwMHMEx9BtytxbsFh3dSmH","P097201","","2007","D","USD","95859444.8387"
"qMJz2sTG6VQNeuYgEaNY2F","P066386","","2004","D","USD","21698201.5507"
"Ub87LyrWEhEjJ6zgbiHsAk","P094416","","2005","D","USD","4364306.50676"
"sZYRwj4VXfvB8vi4wo8nk5","P094416","","2005","D","USD","4345331.02352"
"6KqTBN8xAYQPqL4hsL2xTe","P094416","","2007","D","USD","2202247.24149"
"YGEdrWEKvtomcqD6xAaEDf","P112759","","2010","D","USD","21030571.4465"
"Rh8kGhuf7brKvuuyn7Bum4","P077513","","2009","D","USD","2604296.34559"
"6Pcwt7qV97JyHRPh3Zfodn","P077513","","2004","D","USD","22745523.5536"
"CY7cdUqdSAhVKnADStpw5N","P078368","","2003","D","USD","26149853.3028"
"j37NZTHbGywAYN5M35Vh8A","P006206","","1996","D","USD","23034232.9154"
"yAqDNr6vVzXCH3zVJuWKTK","P083169","","2004","D","USD","6309850.80864"
"faEzSArHmD9xak6xansWEg","P105164","","2008","D","USD","186341099.624"
"ixck2EozG9kw6AdGe3dbMb","P060786","","2004","D","USD","12095150.9749"
"TJTzr7MeeiyHZ8WNGwFUNh","P084015","","2007","D","USD","10635570.1546"
"d4t9gm8MWfTrPWHcqAaA3i","P084015","","2004","D","USD","29609596.4105"
"2ii3udedBzRNWP3ZSrXnPU","P084015","","2009","D","USD","10651430.2126"
"skV3Q4RbAgbbkjNqLaUuTn","P064983","","2002","D","USD","6298313.08065"
"gGK6CYhfREWBgeeKxCn5x5","P078359","","2011","D","USD","13132500.0"
"3Qf5vG352koByDD693e6S","P078359","","2005","D","USD","460949723.642"
"ctfwcK39hxrjayuEvQ9qJd","P000411","","1995","D","USD","22204912.5034"
"jhoFCS5REZ9oimoMX3dBAY","P115318","","2010","D","USD","1217957.1285"
"J9WE3tnYSESXFvvncMJgbc","P050880","","2006","D","USD","30089657.5307"
"mnXJiv4wwFgHds7fo5fnFn","P050880","","2001","D","USD","36821655.4509"
"o2qigubxGuwMUvduKJ4x3J","P108974","","2008","D","USD","10732345.3309"
"tD5qPxr9zMaCKZxcYCaRkg","P082520","","2005","D","USD","7888981.65528"
"yhio3K5UYLkUM5F7ACCuSL","P085851","","2004","D","USD","349489946.954"
"eGsQd68SmBvmuMueZwAPyX","P038820","","1995","D","USD","114707167.159"
"bhwUqFX3tuJWVQ9WdT23TQ","P116011","","2010","D","USD","167282581.162"
"vQZ7VZHkeYxoNSWwkUa7Do","P090157","","2010","D","USD","2003921.47142"
"qyubXonHrxfqZpw2VVUhjj","P087145","","2009","D","USD","39582829.252"
"NNjLwKwvQUvdLvjboeL3aE","P084002","","2007","D","USD","37225403.6826"
"XJ3EmwDPeYGuzL9K4zC7Md","P098889","","2007","D","USD","14211200.2598"
"ZmZ3phCEGN8hQayCuRaT4k","P101279","","2009","D","USD","2130612.11437"
"44mSdFGso4opuaUjHD6i6G","P112700","","2009","D","USD","92256660.9036"
"2JJHbxQoeRjVkxMrZ9wrb5","P100638","","2007","D","USD","7940919.40404"
"Sn5r4S7wFNLP4yohADAjeR","P000304","","1996","D","USD","29105821.7094"
"Dkwn2ueikuyoDPbeyYqZQf","P000304","","1996","D","USD","6487880.46322"
"zNnmzS67fEmtzaQ7F5QtjA","P077477","","2003","D","USD","5897596.16299"
"rWMarbB9ARrCqMeHQi8BEf","P077477","","2003","D","USD","97371945.6775"
"CX48iK3R4GU3v6nLUMLFXC","P077477","","2003","D","USD","54646013.9241"
"w3yLcg3nDkma4NqenscVvh","P086361","","2006","D","USD","112206569.743"
"5MYbC6nc24oEoBmn3ubAZR","P090104","","2005","D","USD","168868546.272"
"5CJtBBEXNJ4JyfMxKfW9x","P055477","","1998","D","USD","36275222.8232"
"7CeUYw4HuPkrGvUfDF8pUg","P083908","","2004","D","USD","117615408.806"
"Y9cnoTgstT53uScCZif5Bi","P066571","","2000","D","USD","73196779.1442"
"7kxQqv4PoHA5Tq3JGjZRRm","P086768","","2007","D","USD","28153101.102"
"dXvoZBpbcmvV4GGGDoiDqF","P035775","","2000","D","USD","20219506.703"
"LHZxBc4kPSArSLL85jLVdL","P117874","","2010","D","USD","612790550.427"
"Ttd6Vi49msFWxN2y4PdivS","P070391","","2001","D","USD","64281119.3753"
"U3xjtsHAhuEgaeVE3pFBrf","P065937","","2001","D","USD","44589415.1915"
"APyhwZecqTHKPQTNZDYurf","P001214","","1996","D","USD","33055778.8268"
"duMvhP8c9hFNfYNQdW7PQF","P072317","","2002","D","USD","41949475.0075"
"2NinaQmigFie5ozC37bxiJ","P053575","","2002","D","USD","4113275.78413"
"VZRaE9sDVp8bVeeBAfPbMY","P053575","","2002","D","USD","29533191.7965"
"ojvz4YTaMZzjtczHuMSWtM","P043725","","1996","D","USD","15402062.8367"
"QgH9Fc6cBo8PVRFcn8bv2j","P043725","","1996","D","USD","33379581.7405"
"6ZmTFxgE6e3boCkvcMNevP","P041820","","1996","D","USD","545726885.496"
"BjEUVfD357nFzvgoSgma3o","P110207","","2008","D","USD","6669238.34126"
"bDoeUaScDfCZjCtZrZDad7","P072030","","2007","D","USD","14524158.0482"
"EyLGZarQyV5Uwn7iHvWKQo","P071494","","2002","D","USD","70245135.5965"
"BJDVaYWpU5KEHHFzs2zib9","P120946","","2011","D","USD","87300000.0"
"iDFRGD7rmKkYQZs5RHP97h","P120946","","2011","D","USD","262539030.0"
"mTwxexuiBc73XU6vw9YKDk","P003218","","1995","D","USD","74245550.3433"
