"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness"
"P146597","P146597_7874113",3,7874113,"Cotonou",6.36736,2.4225,"ADM2","second-order administrative division","6295630|6255146|BJ|09|7874113","Earth|Africa|Benin|Littoral|Cotonou",1,1
"P146597","P146597_7668900",3,7668900,"Dangbo",6.58039,2.49927,"ADM2","second-order administrative division","6295630|6255146|BJ|16|7668900","Earth|Africa|Benin|Département de l’Ouémé|Dangbo",1,1
"P146597","P146597_10344473",3,10344473,"Djakotomey",6.9,1.71667,"ADM2","second-order administrative division","6295630|6255146|BJ|12|10344473","Earth|Africa|Benin|Kouffo Department|Djakotomey",1,1
"P146597","P146597_10344469",3,10344469,"Gogounou",10.83861,2.83611,"ADM2","second-order administrative division","6295630|6255146|BJ|07|10344469","Earth|Africa|Benin|Alibori|Gogounou",1,1
"P146597","P146597_9166075",3,9166075,"Grand-Popo",6.28333,1.83333,"ADM2","second-order administrative division","6295630|6255146|BJ|15|9166075","Earth|Africa|Benin|Mono|Grand-Popo",1,1
"P146597","P146597_9063970",3,9063970,"Ifangni",6.66667,2.71667,"ADM2","second-order administrative division","6295630|6255146|BJ|17|9063970","Earth|Africa|Benin|Plateau Department|Ifangni",1,1
"P146597","P146597_7669349",3,7669349,"Kalalè",10.36097,3.42087,"ADM2","second-order administrative division","6295630|6255146|BJ|10|7669349","Earth|Africa|Benin|Borgou Department|Kalalè",1,1
"P146597","P146597_7911056",3,7911056,"Kandi",11.0706,2.86743,"ADM2","second-order administrative division","6295630|6255146|BJ|07|7911056","Earth|Africa|Benin|Alibori|Kandi",1,1
"P146597","P146597_7874155",3,7874155,"Karimama",11.93816,2.75703,"ADM2","second-order administrative division","6295630|6255146|BJ|10|7874155","Earth|Africa|Benin|Alibori|Karimama",1,1
"P146597","P146597_7668918",3,7668918,"Kerou",10.91433,1.99153,"ADM2","second-order administrative division","6295630|6255146|BJ|08|7668918","Earth|Africa|Benin|Atakora Department|Kerou",1,1
"P146597","P146597_10344474",3,10344474,"Klouékanmè",6.98028,1.84222,"ADM2","second-order administrative division","6295630|6255146|BJ|12|10344474","Earth|Africa|Benin|Kouffo Department|Klouékanmè",1,1
"P146597","P146597_7669275",3,7669275,"Copargo",9.8375,1.54806,"ADM2","second-order administrative division","6295630|6255146|BJ|13|7669275","Earth|Africa|Benin|Donga|Copargo",1,1
"P146597","P146597_7668910",3,7668910,"Kouande",10.42486,1.71466,"ADM2","second-order administrative division","6295630|6255146|BJ|08|7668910","Earth|Africa|Benin|Atakora Department|Kouande",1,1
"P146597","P146597_10344475",3,10344475,"Lalo",6.91667,1.88333,"ADM2","second-order administrative division","6295630|6255146|BJ|15|10344475","Earth|Africa|Benin|Kouffo Department|Lalo",1,1
"P146597","P146597_7668924",3,7668924,"Lokossa",6.69802,1.74161,"ADM2","second-order administrative division","6295630|6255146|BJ|15|7668924","Earth|Africa|Benin|Mono|Lokossa",1,1
"P146597","P146597_7874170",3,7874170,"Malanville",11.66636,3.26373,"ADM2","second-order administrative division","6295630|6255146|BJ|07|7874170","Earth|Africa|Benin|Alibori|Malanville",1,1
"P146597","P146597_7874158",3,7874158,"Materi",10.7986,1.02756,"ADM2","second-order administrative division","6295630|6255146|BJ|08|7874158","Earth|Africa|Benin|Atakora Department|Materi",1,1
"P146597","P146597_7669273",3,7669273,"Natitingou",10.25746,1.41397,"ADM2","second-order administrative division","6295630|6255146|BJ|08|7669273","Earth|Africa|Benin|Atakora Department|Natitingou",1,1
"P146597","P146597_7669269",3,7669269,"Ndali",9.73027,2.45032,"ADM2","second-order administrative division","6295630|6255146|BJ|10|7669269","Earth|Africa|Benin|Borgou Department|Ndali",1,1
"P146597","P146597_7669355",3,7669355,"Nikki",9.95336,3.15601,"ADM2","second-order administrative division","6295630|6255146|BJ|10|7669355","Earth|Africa|Benin|Borgou Department|Nikki",1,1
"P146597","P146597_7669263",3,7669263,"Ouake",9.59959,1.43707,"ADM2","second-order administrative division","6295630|6255146|BJ|13|7669263","Earth|Africa|Benin|Donga|Ouake",1,1
"P146597","P146597_7668916",3,7668916,"Pehonko",10.27069,2.03744,"ADM2","second-order administrative division","6295630|6255146|BJ|08|7668916","Earth|Africa|Benin|Atakora Department|Pehonko",1,1
"P146597","P146597_7669352",3,7669352,"Pèrèrè",9.58703,2.99607,"ADM2","second-order administrative division","6295630|6255146|BJ|10|7669352","Earth|Africa|Benin|Borgou Department|Pèrèrè",1,1
"P146597","P146597_7668939",3,7668939,"Porto-novo",6.48047,2.62129,"ADM2","second-order administrative division","6295630|6255146|BJ|16|7668939","Earth|Africa|Benin|Département de l’Ouémé|Porto-novo",1,1
"P146597","P146597_10344468",3,10344468,"Ségbana",10.92778,3.69444,"ADM2","second-order administrative division","6295630|6255146|BJ|10|10344468","Earth|Africa|Benin|Alibori|Ségbana",1,1
"P146597","P146597_7668941",3,7668941,"Seme-kpodji",6.39468,2.58172,"ADM2","second-order administrative division","6295630|6255146|BJ|16|7668941","Earth|Africa|Benin|Département de l’Ouémé|Seme-kpodji",1,1
"P146597","P146597_7669357",3,7669357,"Sinendé",10.21558,2.33527,"ADM2","second-order administrative division","6295630|6255146|BJ|10|7669357","Earth|Africa|Benin|Borgou Department|Sinendé",1,1
"P146597","P146597_7874156",3,7874156,"Tanguieta",11.03621,1.41757,"ADM2","second-order administrative division","6295630|6255146|BJ|08|7874156","Earth|Africa|Benin|Atakora Department|Tanguieta",1,1
"P146597","P146597_7874157",3,7874157,"Toukountouna",10.51424,1.45527,"ADM2","second-order administrative division","6295630|6255146|BJ|08|7874157","Earth|Africa|Benin|Atakora Department|Toukountouna",1,1
"P146597","P146597_10344476",3,10344476,"Toviklin",6.83333,1.81667,"ADM2","second-order administrative division","6295630|6255146|BJ|12|10344476","Earth|Africa|Benin|Kouffo Department|Toviklin",1,1
"P129408","P129408_7056273",3,7056273,"Abim District",2.75,33.75,"ADM2","second-order administrative division","6295630|6255146|UG|N|7056273","Earth|Africa|Uganda|Northern Region|Abim District",1,1
"P129408","P129408_8030560",3,8030560,"Amudat District",1.80626,34.9278,"ADM2","second-order administrative division","6295630|6255146|UG|N|8030560","Earth|Africa|Uganda|Northern Region|Amudat District",1,1
"P129408","P129408_7056276",3,7056276,"Amuria District",2.08333,33.66667,"ADM2","second-order administrative division","6295630|6255146|UG|E|7056276","Earth|Africa|Uganda|Eastern Region|Amuria District",1,1
"P129408","P129408_234411",3,234411,"Bukedea District",1.36667,34.13333,"ADM2","second-order administrative division","6295630|6255146|UG|E|234411","Earth|Africa|Uganda|Eastern Region|Bukedea District",1,1
"P129408","P129408_7056286",3,7056286,"Kaabong District",3.58333,34.0072006187919,"ADM2","second-order administrative division","6295630|6255146|UG|N|7056286","Earth|Africa|Uganda|Northern Region|Kaabong District",1,1
"P129408","P129408_443785",3,443785,"Katakwi District",1.92157,34.04753,"ADM2","second-order administrative division","6295630|6255146|UG|E|443785","Earth|Africa|Uganda|Eastern Region|Katakwi District",1,1
"P129408","P129408_443347",3,443347,"Kotido District",2.99883652955564,34.1,"ADM2","second-order administrative division","6295630|6255146|UG|N|443347","Earth|Africa|Uganda|Northern Region|Kotido District",1,1
"P129408","P129408_443348",3,443348,"Kumi District",1.51397747787324,33.95,"ADM2","second-order administrative division","6295630|6255146|UG|E|443348","Earth|Africa|Uganda|Eastern Region|Kumi District",1,1
"P129408","P129408_8030574",3,8030574,"Kween District",1.37732,34.57456,"ADM2","second-order administrative division","6295630|6255146|UG|E|8030574","Earth|Africa|Uganda|Eastern Region|Kween District",1,1
"P129408","P129408_443356",3,443356,"Moroto District",2.6389,34.64395,"ADM2","second-order administrative division","6295630|6255146|UG|N|443356","Earth|Africa|Uganda|Northern Region|Moroto District",1,1
"P129408","P129408_448221",3,448221,"Nakapiripirit District",1.90718,34.59601,"ADM2","second-order administrative division","6295630|6255146|UG|N|448221","Earth|Africa|Uganda|Northern Region|Nakapiripirit District",1,1
"P129408","P129408_8030561",3,8030561,"Napak District",2.38153,34.16834,"ADM2","second-order administrative division","6295630|6255146|UG|N|8030561","Earth|Africa|Uganda|Northern Region|Napak District",1,1
"P124351","P124351_917743",3,917743,"Choma District",-16.66667,27.16667,"ADM2","second-order administrative division","6295630|6255146|ZM|07|917743","Earth|Africa|Zambia|Southern Province|Choma District",1,1
"P124351","P124351_889941",3,889941,"Hwange District",-18.75,26.5176962393165,"ADM2","second-order administrative division","6295630|6255146|ZW|06|889941","Earth|Africa|Zimbabwe|Matabeleland North|Hwange District",1,1
"P124351","P124351_7671220",3,7671220,"Kafue district",-15.61994,28.44125,"ADM2","second-order administrative division","6295630|6255146|ZM|09|7671220","Earth|Africa|Zambia|Lusaka Province|Kafue district",1,1
"P124351","P124351_915082",3,915082,"Kalomo District",-17.147,26.679,"ADM2","second-order administrative division","6295630|6255146|ZM|07|915082","Earth|Africa|Zambia|Southern Province|Kalomo District",1,1
"P124351","P124351_8260555",3,8260555,"Kazungula District",-17.066,25.687,"ADM2","second-order administrative division","6295630|6255146|ZM|07|8260555","Earth|Africa|Zambia|Southern Province|Kazungula District",1,1
"P124351","P124351_910107",3,910107,"Livingstone District",-17.802,25.867,"ADM2","second-order administrative division","6295630|6255146|ZM|07|910107","Earth|Africa|Zambia|Southern Province|Livingstone District",1,1
"P124351","P124351_907108",3,907108,"Mazabuka District",-15.85212,27.71608,"ADM2","second-order administrative division","6295630|6255146|ZM|07|907108","Earth|Africa|Zambia|Southern Province|Mazabuka District",1,1
"P124351","P124351_906042",3,906042,"Monze District",-16.10444,27.35992,"ADM2","second-order administrative division","6295630|6255146|ZM|07|906042","Earth|Africa|Zambia|Southern Province|Monze District",1,1
"P075941","P075941_161153",3,161153,"Biharamulo District",-2.766,31.459,"ADM2","second-order administrative division","6295630|6255146|TZ|19|161153","Earth|Africa|Tanzania|Kagera|Biharamulo District",1,1
"P075941","P075941_7670597",3,7670597,"Gitega",-3.43813,29.95481,"ADM2","second-order administrative division","6295630|6255146|BI|13|7670597","Earth|Africa|Burundi|Gitega Province|Gitega",1,1
"P075941","P075941_7688805",3,7688805,"Kirehe District",-2.25659,30.72617,"ADM2","second-order administrative division","6295630|6255146|RW|11|7688805","Earth|Africa|Rwanda|Eastern Province|Kirehe District",1,1
"P119063","P119063_7648922",3,7648922,"Accra",5.586,-0.186,"ADM2","second-order administrative division","6295630|6255146|GH|01|7648922","Earth|Africa|Ghana|Greater Accra Region|Accra",1,1
"P131118","P131118_7670721",3,7670721,"East Wellega Zone",9.51928,36.75762,"ADM2","second-order administrative division","6295630|6255146|ET|51|7670721","Earth|Africa|Ethiopia|Oromiya|East Wellega Zone",1,1
"P131118","P131118_7670722",3,7670722,"West Gojjam Zone",11.12001,37.17504,"ADM2","second-order administrative division","6295630|6255146|ET|46|7670722","Earth|Africa|Ethiopia|Amhara|West Gojjam Zone",1,1
"P146923","P146923_10303430",3,10303430,"Bawku Municipal District",11.05,-0.2333,"ADM2","second-order administrative division","6295630|6255146|GH|10|10303430","Earth|Africa|Ghana|Upper East Region|Bawku Municipal District",1,1
"P146923","P146923_10303439",3,10303439,"Bawku West District",10.9167,-0.5167,"ADM2","second-order administrative division","6295630|6255146|GH|10|10303439","Earth|Africa|Ghana|Upper East Region|Bawku West District",1,1
"P146923","P146923_10303443",3,10303443,"Binduri District",10.97214,-0.30837,"ADM2","second-order administrative division","6295630|6255146|GH|10|10303443","Earth|Africa|Ghana|Upper East Region|Binduri District",1,1
"P146923","P146923_10303459",3,10303459,"Bole District",9.034,-2.485,"ADM2","second-order administrative division","6295630|6255146|GH|06|10303459","Earth|Africa|Ghana|Northern Region|Bole District",1,1
"P146923","P146923_7648966",3,7648966,"Bolgatanga",10.78556,-0.85139,"ADM2","second-order administrative division","6295630|6255146|GH|10|7648966","Earth|Africa|Ghana|Upper East Region|Bolgatanga",1,1
"P146923","P146923_7647386",3,7647386,"Bongo",10.90778,-0.80806,"ADM2","second-order administrative division","6295630|6255146|GH|10|7647386","Earth|Africa|Ghana|Upper East Region|Bongo",1,1
"P146923","P146923_7647385",3,7647385,"Builsa",10.73472,-1.29056,"ADM2","second-order administrative division","6295630|6255146|GH|10|7647385","Earth|Africa|Ghana|Upper East Region|Builsa",1,1
"P146923","P146923_7647391",3,7647391,"Bunkpurugu-Yunyoo",10.4846,-0.11207,"ADM2","second-order administrative division","6295630|6255146|GH|06|7647391","Earth|Africa|Ghana|Northern Region|Bunkpurugu-Yunyoo",1,1
"P146923","P146923_7648970",3,7648970,"Central Gonja",8.9242,-1.32349,"ADM2","second-order administrative division","6295630|6255146|GH|06|7648970","Earth|Africa|Ghana|Northern Region|Central Gonja",1,1
"P146923","P146923_7647639",3,7647639,"Chereponi",10.13417,0.28806,"ADM2","second-order administrative division","6295630|6255146|GH|06|7647639","Earth|Africa|Ghana|Northern Region|Chereponi",1,1
"P146923","P146923_10303481",3,10303481,"Daffiama Bussie Issa District",10.39158,-2.33412,"ADM2","second-order administrative division","6295630|6255146|GH|11|10303481","Earth|Africa|Ghana|Upper West Region|Daffiama Bussie Issa District",1,1
"P146923","P146923_7647456",3,7647456,"East Gonja",8.57151,-0.67731,"ADM2","second-order administrative division","6295630|6255146|GH|06|7647456","Earth|Africa|Ghana|Northern Region|East Gonja",1,1
"P146923","P146923_7648975",3,7648975,"East Mamprusi",10.53056,-0.44222,"ADM2","second-order administrative division","6295630|6255146|GH|06|7648975","Earth|Africa|Ghana|Northern Region|East Mamprusi",1,1
"P146923","P146923_7647384",3,7647384,"Garu-Tempane",10.85,-0.18333,"ADM2","second-order administrative division","6295630|6255146|GH|10|7647384","Earth|Africa|Ghana|Upper East Region|Garu-Tempane",1,1
"P146923","P146923_10303494",3,10303494,"Gushegu District",9.921,-0.219,"ADM2","second-order administrative division","6295630|6255146|GH|06|10303494","Earth|Africa|Ghana|Northern Region|Gushegu District",1,1
"P146923","P146923_7647393",3,7647393,"Jirapa",10.53333,-2.7,"ADM2","second-order administrative division","6295630|6255146|GH|11|7647393","Earth|Africa|Ghana|Upper West Region|Jirapa",1,1
"P146923","P146923_7647394",3,7647394,"Karaga",9.90568,-0.53521,"ADM2","second-order administrative division","6295630|6255146|GH|06|7647394","Earth|Africa|Ghana|Northern Region|Karaga",1,1
"P146923","P146923_7648992",3,7648992,"Kassena Nankana",10.895,-1.09389,"ADM2","second-order administrative division","6295630|6255146|GH|10|7648992","Earth|Africa|Ghana|Upper East Region|Kassena Nankana",1,1
"P146923","P146923_9782064",3,9782064,"Kassena Nankana West",10.9589,-1.1133,"ADM2","second-order administrative division","6295630|6255146|GH|10|9782064","Earth|Africa|Ghana|Upper East Region|Kassena Nankana West",1,1
"P146923","P146923_7647454",3,7647454,"Kpandai",8.46667,-0.01667,"ADM2","second-order administrative division","6295630|6255146|GH|06|7647454","Earth|Africa|Ghana|Northern Region|Kpandai",1,1
"P146923","P146923_7647658",3,7647658,"Lambussie Karni",10.83333,-2.7,"ADM2","second-order administrative division","6295630|6255146|GH|11|7647658","Earth|Africa|Ghana|Upper West Region|Lambussie Karni",1,1
"P146923","P146923_7647392",3,7647392,"Lawra",10.72454,-2.79977,"ADM2","second-order administrative division","6295630|6255146|GH|11|7647392","Earth|Africa|Ghana|Upper West Region|Lawra",1,1
"P146923","P146923_10303516",3,10303516,"Mamprugo Moaduri District",10.23304,-1.28184,"ADM2","second-order administrative division","6295630|6255146|GH|06|10303516","Earth|Africa|Ghana|Northern Region|Mamprugo Moaduri District",1,1
"P146923","P146923_7647177",3,7647177,"Nadowli",10.34104,-2.38136,"ADM2","second-order administrative division","6295630|6255146|GH|11|7647177","Earth|Africa|Ghana|Upper West Region|Nadowli",1,1
"P146923","P146923_7647388",3,7647388,"Nanumba North",8.92453,-0.07468,"ADM2","second-order administrative division","6295630|6255146|GH|06|7647388","Earth|Africa|Ghana|Northern Region|Nanumba North",1,1
"P146923","P146923_7647387",3,7647387,"Nanumba South",8.79217,0.11207,"ADM2","second-order administrative division","6295630|6255146|GH|06|7647387","Earth|Africa|Ghana|Northern Region|Nanumba South",1,1
"P146923","P146923_7647638",3,7647638,"Saboba",9.70176,0.32364,"ADM2","second-order administrative division","6295630|6255146|GH|06|7647638","Earth|Africa|Ghana|Northern Region|Saboba",1,1
"P146923","P146923_7649029",3,7649029,"Savelugu/Nanton",9.62472,-0.82778,"ADM2","second-order administrative division","6295630|6255146|GH|06|7649029","Earth|Africa|Ghana|Northern Region|Savelugu/Nanton",1,1
"P146923","P146923_7647389",3,7647389,"Sawla-Tuna-Kalba",9.27324,-2.41346,"ADM2","second-order administrative division","6295630|6255146|GH|06|7647389","Earth|Africa|Ghana|Northern Region|Sawla-Tuna-Kalba",1,1
"P146923","P146923_7647380",3,7647380,"Sissala East",10.70489,-1.75388,"ADM2","second-order administrative division","6295630|6255146|GH|11|7647380","Earth|Africa|Ghana|Upper West Region|Sissala East",1,1
"P146923","P146923_7647179",3,7647179,"Sissala West",10.70514,-2.108,"ADM2","second-order administrative division","6295630|6255146|GH|11|7647179","Earth|Africa|Ghana|Upper West Region|Sissala West",1,1
"P146923","P146923_7647383",3,7647383,"Talensi-Nabdam",10.71667,-0.8,"ADM2","second-order administrative division","6295630|6255146|GH|10|7647383","Earth|Africa|Ghana|Upper East Region|Talensi-Nabdam",1,1
"P146923","P146923_7649051",3,7649051,"Tamale",9.4,-0.83333,"ADM2","second-order administrative division","6295630|6255146|GH|06|7649051","Earth|Africa|Ghana|Northern Region|Tamale",1,1
"P146923","P146923_7649058",3,7649058,"Tolon/Kumbungu",9.43333,-1.06667,"ADM2","second-order administrative division","6295630|6255146|GH|06|7649058","Earth|Africa|Ghana|Northern Region|Tolon/Kumbungu",1,1
"P146923","P146923_7647181",3,7647181,"Wa East",9.92933,-1.86848,"ADM2","second-order administrative division","6295630|6255146|GH|11|7647181","Earth|Africa|Ghana|Upper West Region|Wa East",1,1
"P146923","P146923_7647182",3,7647182,"Wa West",9.96559,-2.63098,"ADM2","second-order administrative division","6295630|6255146|GH|11|7647182","Earth|Africa|Ghana|Upper West Region|Wa West",1,1
"P146923","P146923_7649070",3,7649070,"West Gonja",9.08333,-1.81667,"ADM2","second-order administrative division","6295630|6255146|GH|06|7649070","Earth|Africa|Ghana|Northern Region|West Gonja",1,1
"P146923","P146923_7649071",3,7649071,"West Mamprusi",10.35,-0.8,"ADM2","second-order administrative division","6295630|6255146|GH|06|7649071","Earth|Africa|Ghana|Northern Region|West Mamprusi",1,1
"P146923","P146923_7649072",3,7649072,"Yendi",9.43333,-0.01667,"ADM2","second-order administrative division","6295630|6255146|GH|06|7649072","Earth|Africa|Ghana|Northern Region|Yendi",1,1
"P146923","P146923_7649074",3,7649074,"Zabzugu/Tatale",9.28333,0.36667,"ADM2","second-order administrative division","6295630|6255146|GH|06|7649074","Earth|Africa|Ghana|Northern Region|Zabzugu/Tatale",1,1
"P146630","P146630_7667629",3,7667629,"Lugari District",0.688,35.015,"ADM2","second-order administrative division","6295630|6255146|KE|20|7667629","Earth|Africa|Kenya|Kakamega|Lugari District",1,1
"P126115","P126115_9179197",3,9179197,"Bukavu",-2.49227612905002,28.86667,"ADM2","second-order administrative division","6295630|6255146|CD|12|9179197","Earth|Africa|DR Congo|South Kivu|Bukavu",1,1
"P126115","P126115_8335010",3,8335010,"Kananga City",-5.872,22.505,"ADM2","second-order administrative division","6295630|6255146|CD|03|8335010","Earth|Africa|DR Congo|Province du Kasaï-Occidental|Kananga City",1,1
"P126115","P126115_9165800",3,9165800,"Lubumbashi (city)",-11.72207,27.5173,"ADM2","second-order administrative division","6295630|6255146|CD|05|9165800","Earth|Africa|DR Congo|Katanga Province|Lubumbashi (city)",1,1
"P124720","P124720_7731984",3,7731984,"Boma",-5.8016,13.06896,"ADM2","second-order administrative division","6295630|6255146|CD|08|7731984","Earth|Africa|DR Congo|Province du Bas-Congo|Boma",1,1
"P117764","P117764_8335162",3,8335162,"Adja-Ouere",6.968,2.587,"ADM2","second-order administrative division","6295630|6255146|BJ|16|8335162","Earth|Africa|Benin|Plateau Department|Adja-Ouere",1,1
"P117764","P117764_8693304",3,8693304,"Adjara",6.49135,2.68101,"ADM2","second-order administrative division","6295630|6255146|BJ|16|8693304","Earth|Africa|Benin|Département de l’Ouémé|Adjara",1,1
"P117764","P117764_7668940",3,7668940,"Aguégués",6.462,2.51945,"ADM2","second-order administrative division","6295630|6255146|BJ|16|7668940","Earth|Africa|Benin|Département de l’Ouémé|Aguégués",1,1
"P117764","P117764_9063966",3,9063966,"Avrankou",6.55,2.66667,"ADM2","second-order administrative division","6295630|6255146|BJ|16|9063966","Earth|Africa|Benin|Département de l’Ouémé|Avrankou",1,1
"P117764","P117764_10344470",3,10344470,"Bassila",9.01667,1.66667,"ADM2","second-order administrative division","6295630|6255146|BJ|13|10344470","Earth|Africa|Benin|Donga|Bassila",1,1
"P117764","P117764_7669270",3,7669270,"Bembereke",10.26755,2.77158,"ADM2","second-order administrative division","6295630|6255146|BJ|10|7669270","Earth|Africa|Benin|Borgou Department|Bembereke",1,1
"P117764","P117764_7668898",3,7668898,"Bonou",6.86938,2.47934,"ADM2","second-order administrative division","6295630|6255146|BJ|16|7668898","Earth|Africa|Benin|Département de l’Ouémé|Bonou",1,1
"P117764","P117764_10344467",3,10344467,"Boukoumbé",10.18333,1.1,"ADM2","second-order administrative division","6295630|6255146|BJ|08|10344467","Earth|Africa|Benin|Atakora Department|Boukoumbé",1,1
"P117764","P117764_10344466",3,10344466,"Cobly",10.49222,0.99972,"ADM2","second-order administrative division","6295630|6255146|BJ|08|10344466","Earth|Africa|Benin|Atakora Department|Cobly",1,1
"P117764","P117764_9166076",3,9166076,"Comé",6.4,1.88333,"ADM2","second-order administrative division","6295630|6255146|BJ|15|9166076","Earth|Africa|Benin|Mono|Comé",1,1
"P117764","P117764_8260652",3,8260652,"Commune of Abomey",7.188,1.973,"ADM2","second-order administrative division","6295630|6255146|BJ|18|8260652","Earth|Africa|Benin|Zou Department|Commune of Abomey",1,1
"P117764","P117764_7874152",3,7874152,"Commune of Abomey-Calavi",6.508,2.325,"ADM2","second-order administrative division","6295630|6255146|BJ|09|7874152","Earth|Africa|Benin|Atlantique Department|Commune of Abomey-Calavi",1,1
"P117764","P117764_7668892",3,7668892,"Commune of Adjohoun",6.71182,2.49399,"ADM2","second-order administrative division","6295630|6255146|BJ|16|7668892","Earth|Africa|Benin|Département de l’Ouémé|Commune of Adjohoun",1,1
"P117764","P117764_8260653",3,8260653,"Commune of Agbangnizoun",7.076,1.961,"ADM2","second-order administrative division","6295630|6255146|BJ|18|8260653","Earth|Africa|Benin|Zou Department|Commune of Agbangnizoun",1,1
"P117764","P117764_8260655",3,8260655,"Commune of Allada",6.682,2.128,"ADM2","second-order administrative division","6295630|6255146|BJ|09|8260655","Earth|Africa|Benin|Atlantique Department|Commune of Allada",1,1
"P117764","P117764_7668926",3,7668926,"Commune of Athieme",6.56924,1.70259,"ADM2","second-order administrative division","6295630|6255146|BJ|15|7668926","Earth|Africa|Benin|Mono|Commune of Athieme",1,1
"P117764","P117764_7668935",3,7668935,"Commune of Banikoara",11.33966,2.45915,"ADM2","second-order administrative division","6295630|6255146|BJ|07|7668935","Earth|Africa|Benin|Alibori|Commune of Banikoara",1,1
"P117764","P117764_8260647",3,8260647,"Commune of Bante",8.34,1.872,"ADM2","second-order administrative division","6295630|6255146|BJ|11|8260647","Earth|Africa|Benin|Collines Department|Commune of Bante",1,1
"P117764","P117764_7668931",3,7668931,"Commune of Bohicon",7.163,2.094,"ADM2","second-order administrative division","6295630|6255146|BJ|18|7668931","Earth|Africa|Benin|Zou Department|Commune of Bohicon",1,1
"P117764","P117764_8335019",3,8335019,"Commune of Bopa",6.657,1.945,"ADM2","second-order administrative division","6295630|6255146|BJ|15|8335019","Earth|Africa|Benin|Mono|Commune of Bopa",1,1
"P117764","P117764_7668907",3,7668907,"Commune of Cove",7.345,2.273,"ADM2","second-order administrative division","6295630|6255146|BJ|18|7668907","Earth|Africa|Benin|Zou Department|Commune of Cove",1,1
"P117764","P117764_8260648",3,8260648,"Commune of Dassa-Zoume",7.696,2.278,"ADM2","second-order administrative division","6295630|6255146|BJ|18|8260648","Earth|Africa|Benin|Collines Department|Commune of Dassa-Zoume",1,1
"P117764","P117764_8260654",3,8260654,"Commune of Djidja",7.431,1.938,"ADM2","second-order administrative division","6295630|6255146|BJ|18|8260654","Earth|Africa|Benin|Zou Department|Commune of Djidja",1,1
"P117764","P117764_7874167",3,7874167,"Commune of Glazoue",8.174,2.233,"ADM2","second-order administrative division","6295630|6255146|BJ|11|7874167","Earth|Africa|Benin|Collines Department|Commune of Glazoue",1,1
"P117764","P117764_8335018",3,8335018,"Commune of Houeyogbe",6.544,1.852,"ADM2","second-order administrative division","6295630|6255146|BJ|15|8335018","Earth|Africa|Benin|Mono|Commune of Houeyogbe",1,1
"P117764","P117764_7670840",3,7670840,"Commune of Ketou",7.45,2.626,"ADM2","second-order administrative division","6295630|6255146|BJ|16|7670840","Earth|Africa|Benin|Plateau Department|Commune of Ketou",1,1
"P117764","P117764_7668937",3,7668937,"Commune of Kpomasse",6.461,2.021,"ADM2","second-order administrative division","6295630|6255146|BJ|09|7668937","Earth|Africa|Benin|Atlantique Department|Commune of Kpomasse",1,1
"P117764","P117764_8260649",3,8260649,"Commune of Ouesse",8.561,2.523,"ADM2","second-order administrative division","6295630|6255146|BJ|11|8260649","Earth|Africa|Benin|Collines Department|Commune of Ouesse",1,1
"P117764","P117764_7668936",3,7668936,"Commune of Ouidah",6.371,2.113,"ADM2","second-order administrative division","6295630|6255146|BJ|09|7668936","Earth|Africa|Benin|Atlantique Department|Commune of Ouidah",1,1
"P117764","P117764_7668908",3,7668908,"Commune of Ouinhi",7.068,2.468,"ADM2","second-order administrative division","6295630|6255146|BJ|18|7668908","Earth|Africa|Benin|Zou Department|Commune of Ouinhi",1,1
"P117764","P117764_7669268",3,7669268,"Commune of Parakou",9.34991,2.62262,"ADM2","second-order administrative division","6295630|6255146|BJ|10|7669268","Earth|Africa|Benin|Borgou Department|Commune of Parakou",1,1
"P117764","P117764_7670841",3,7670841,"Commune of Pobe",7.097,2.698,"ADM2","second-order administrative division","6295630|6255146|BJ|17|7670841","Earth|Africa|Benin|Plateau Department|Commune of Pobe",1,1
"P117764","P117764_8334580",3,8334580,"Commune of Sakete",6.766,2.661,"ADM2","second-order administrative division","6295630|6255146|BJ|16|8334580","Earth|Africa|Benin|Plateau Department|Commune of Sakete",1,1
"P117764","P117764_8260650",3,8260650,"Commune of Savalou",7.862,1.849,"ADM2","second-order administrative division","6295630|6255146|BJ|11|8260650","Earth|Africa|Benin|Collines Department|Commune of Savalou",1,1
"P117764","P117764_8260651",3,8260651,"Commune of Save",7.959,2.567,"ADM2","second-order administrative division","6295630|6255146|BJ|18|8260651","Earth|Africa|Benin|Collines Department|Commune of Save",1,1
"P117764","P117764_7874154",3,7874154,"Commune of So-Ava",6.50159,2.42707,"ADM2","second-order administrative division","6295630|6255146|BJ|09|7874154","Earth|Africa|Benin|Atlantique Department|Commune of So-Ava",1,1
"P117764","P117764_7669265",3,7669265,"Commune of Tchaourou",9.0349,2.5169,"ADM2","second-order administrative division","6295630|6255146|BJ|10|7669265","Earth|Africa|Benin|Borgou Department|Commune of Tchaourou",1,1
"P117764","P117764_8260656",3,8260656,"Commune of Toffo",6.856,2.181,"ADM2","second-order administrative division","6295630|6255146|BJ|09|8260656","Earth|Africa|Benin|Atlantique Department|Commune of Toffo",1,1
