"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness"
"P001568","P001568_7670910",4,7670910,"Anosy Region",-24.1,46.3,"ADM1","first-order administrative division","6295630|6255146|MG|7670910","Earth|Africa|Madagascar|Anosy Region",1,1
"P001568","P001568_7670913",4,7670913,"Atsimo-Andrefana Region",-23.2,44.4,"ADM1","first-order administrative division","6295630|6255146|MG|7670913","Earth|Africa|Madagascar|Atsimo-Andrefana Region",1,1
"P001568","P001568_7670908",4,7670908,"Atsimo-Atsinanana",-23.2,47.4,"ADM1","first-order administrative division","6295630|6255146|MG|7670908","Earth|Africa|Madagascar|Atsimo-Atsinanana",1,1
"P001568","P001568_7670857",4,7670857,"Atsinanana Region",-18.9922859279381,48.9,"ADM1","first-order administrative division","6295630|6255146|MG|7670857","Earth|Africa|Madagascar|Atsinanana Region",1,1
"P001568","P001568_7670850",4,7670850,"Betsiboka Region",-17.2,47.1,"ADM1","first-order administrative division","6295630|6255146|MG|7670850","Earth|Africa|Madagascar|Betsiboka Region",1,1
"P001568","P001568_7670849",4,7670849,"Boeny Region",-16.3,46.1,"ADM1","first-order administrative division","6295630|6255146|MG|7670849","Earth|Africa|Madagascar|Boeny Region",1,1
"P001568","P001568_7670853",4,7670853,"Bongolava Region",-18.5074995028537,46.1,"ADM1","first-order administrative division","6295630|6255146|MG|7670853","Earth|Africa|Madagascar|Bongolava Region",1,1
"P001568","P001568_7670842",4,7670842,"Diana Region",-13.5075991921257,48.9880394669402,"ADM1","first-order administrative division","6295630|6255146|MG|7670842","Earth|Africa|Madagascar|Diana Region",1,1
"P001568","P001568_7670907",4,7670907,"Ihorombe Region",-22.3,46.2,"ADM1","first-order administrative division","6295630|6255146|MG|7670907","Earth|Africa|Madagascar|Ihorombe Region",1,1
"P001568","P001568_7670855",4,7670855,"Itasy Region",-18.95,46.95,"ADM1","first-order administrative division","6295630|6255146|MG|7670855","Earth|Africa|Madagascar|Itasy Region",1,1
"P001568","P001568_7670852",4,7670852,"Melaky Region",-17.6,44.8,"ADM1","first-order administrative division","6295630|6255146|MG|7670852","Earth|Africa|Madagascar|Melaky Region",1,1
"P001568","P001568_7670902",4,7670902,"Menabe Region",-20.2,45.07,"ADM1","first-order administrative division","6295630|6255146|MG|7670902","Earth|Africa|Madagascar|Menabe Region",1,1
"P001568","P001568_7670846",4,7670846,"Sava Region",-14.2,49.8,"ADM1","first-order administrative division","6295630|6255146|MG|7670846","Earth|Africa|Madagascar|Sava Region",1,1
"P001568","P001568_7670847",4,7670847,"Sofia Region",-15.2,48.4,"ADM1","first-order administrative division","6295630|6255146|MG|7670847","Earth|Africa|Madagascar|Sofia Region",1,1
"P001568","P001568_7670905",4,7670905,"Upper Matsiatra",-21.37,46.5025569688494,"ADM1","first-order administrative division","6295630|6255146|MG|7670905","Earth|Africa|Madagascar|Upper Matsiatra",1,1
"P001568","P001568_7670854",4,7670854,"Vakinankaratra Region",-19.7,46.9,"ADM1","first-order administrative division","6295630|6255146|MG|7670854","Earth|Africa|Madagascar|Vakinankaratra Region",1,1
"P001568","P001568_7670906",4,7670906,"Vatovavy Fitovinany Region",-21.3,47.9,"ADM1","first-order administrative division","6295630|6255146|MG|7670906","Earth|Africa|Madagascar|Vatovavy Fitovinany Region",1,1
"P046650","P046650_2248753",4,2248753,"Matam",15.16667,-13.66667,"ADM1","first-order administrative division","6295630|6255146|SN|15","Earth|Africa|Senegal|Matam",1,1
"P035645","P035645_2597271",4,2597271,"Alibori",11.33333,2.91667,"ADM1","first-order administrative division","6295630|6255146|BJ|07","Earth|Africa|Benin|Alibori",1,1
"P035645","P035645_2395524",4,2395524,"Atakora Department",10.75,1.66667,"ADM1","first-order administrative division","6295630|6255146|BJ|08","Earth|Africa|Benin|Atakora Department",1,1
"P035645","P035645_2395504",4,2395504,"Atlantique Department",6.66667,2.25,"ADM1","first-order administrative division","6295630|6255146|BJ|09","Earth|Africa|Benin|Atlantique Department",1,1
"P035645","P035645_2394992",4,2394992,"Borgou Department",9.75,2.75,"ADM1","first-order administrative division","6295630|6255146|BJ|10","Earth|Africa|Benin|Borgou Department",1,1
"P035645","P035645_2597272",4,2597272,"Collines Department",8.00373770074299,2.16667,"ADM1","first-order administrative division","6295630|6255146|BJ|11","Earth|Africa|Benin|Collines Department",1,1
"P035645","P035645_2392325",4,2392325,"Département de l’Ouémé",6.61667,2.51667,"ADM1","first-order administrative division","6295630|6255146|BJ|16","Earth|Africa|Benin|Département de l’Ouémé",1,1
"P035645","P035645_2597274",4,2597274,"Donga",9.33333,1.78333,"ADM1","first-order administrative division","6295630|6255146|BJ|13","Earth|Africa|Benin|Donga",1,1
"P035645","P035645_2597273",4,2597273,"Kouffo Department",7.08333,1.83333,"ADM1","first-order administrative division","6295630|6255146|BJ|12","Earth|Africa|Benin|Kouffo Department",1,1
"P035645","P035645_2597275",4,2597275,"Littoral",6.36667,2.41667,"ADM1","first-order administrative division","6295630|6255146|BJ|14","Earth|Africa|Benin|Littoral",1,1
"P035645","P035645_2392716",4,2392716,"Mono",6.58333,1.83333,"ADM1","first-order administrative division","6295630|6255146|BJ|15","Earth|Africa|Benin|Mono",1,1
"P035645","P035645_2597277",4,2597277,"Plateau Department",7.16667,2.58333,"ADM1","first-order administrative division","6295630|6255146|BJ|17","Earth|Africa|Benin|Plateau Department",1,1
"P035645","P035645_2390719",4,2390719,"Zou Department",7.25,2.16667,"ADM1","first-order administrative division","6295630|6255146|BJ|18","Earth|Africa|Benin|Zou Department",1,1
"P000974","P000974_2304116",4,2304116,"Ashanti Region",6.75,-1.50944650800643,"ADM1","first-order administrative division","6295630|6255146|GH|02","Earth|Africa|Ghana|Ashanti Region",1,1
"P000974","P000974_2302547",4,2302547,"Brong-Ahafo",7.75,-1.48331867825983,"ADM1","first-order administrative division","6295630|6255146|GH|03","Earth|Africa|Ghana|Brong-Ahafo",1,1
"P000974","P000974_2301360",4,2301360,"Eastern Region",6.49812555837378,-0.489950126188395,"ADM1","first-order administrative division","6295630|6255146|GH|05","Earth|Africa|Ghana|Eastern Region",1,1
"P000974","P000974_2300569",4,2300569,"Greater Accra Region",5.75,-0.00552679159050005,"ADM1","first-order administrative division","6295630|6255146|GH|01","Earth|Africa|Ghana|Greater Accra Region",1,1
"P000974","P000974_2297169",4,2297169,"Northern Region",9.49248412318049,-0.988266663363844,"ADM1","first-order administrative division","6295630|6255146|GH|06","Earth|Africa|Ghana|Northern Region",1,1
"P000974","P000974_2294291",4,2294291,"Upper East Region",10.75,-0.75,"ADM1","first-order administrative division","6295630|6255146|GH|10","Earth|Africa|Ghana|Upper East Region",1,1
"P000974","P000974_2294286",4,2294286,"Upper West Region",10.33333,-2.25,"ADM1","first-order administrative division","6295630|6255146|GH|11","Earth|Africa|Ghana|Upper West Region",1,1
"P043725","P043725_2597548",4,2597548,"Chaouia-Ouardigha",32.9953476219731,-7.16667,"ADM1","first-order administrative division","6295630|6255146|MA|50","Earth|Africa|Morocco|Chaouia-Ouardigha",1,1
"P043725","P043725_2597550",4,2597550,"Gharb-Chrarda-Beni Hssen",34.5286167539766,-6.00031293598035,"ADM1","first-order administrative division","6295630|6255146|MA|52","Earth|Africa|Morocco|Gharb-Chrarda-Beni Hssen",1,1
"P043725","P043725_2542995",4,2542995,"Marrakech-Tensift-Al Haouz",31.4973166349283,-8.33333,"ADM1","first-order administrative division","6295630|6255146|MA|47","Earth|Africa|Morocco|Marrakech-Tensift-Al Haouz",1,1
"P043725","P043725_2597553",4,2597553,"Oriental",33.66667,-2.50056225584493,"ADM1","first-order administrative division","6295630|6255146|MA|54","Earth|Africa|Morocco|Oriental",1,1
"P043725","P043725_2548882",4,2548882,"Région de Fès-Boulemane",33.33333,-4.25,"ADM1","first-order administrative division","6295630|6255146|MA|46","Earth|Africa|Morocco|Région de Fès-Boulemane",1,1
"P043725","P043725_2553603",4,2553603,"Région du Grand Casablanca",33.53333,-7.58333,"ADM1","first-order administrative division","6295630|6255146|MA|45","Earth|Africa|Morocco|Région du Grand Casablanca",1,1
"P043725","P043725_2597557",4,2597557,"Taza-Al Hoceima-Taounate",34.5103415360066,-4.16667,"ADM1","first-order administrative division","6295630|6255146|MA|58","Earth|Africa|Morocco|Taza-Al Hoceima-Taounate",1,1
"P000962","P000962_2304116",4,2304116,"Ashanti Region",6.75,-1.50676889159268,"ADM1","first-order administrative division","6295630|6255146|GH|02","Earth|Africa|Ghana|Ashanti Region",1,1
"P000962","P000962_2301360",4,2301360,"Eastern Region",6.4968695733127,-0.487484488010586,"ADM1","first-order administrative division","6295630|6255146|GH|05","Earth|Africa|Ghana|Eastern Region",1,1
"P044824","P044824_921882",4,921882,"Grande Comore",-11.58333,43.33333,"ADM1","first-order administrative division","6295630|6255146|KM|02","Earth|Africa|Comoros|Grande Comore",1,1
"P044824","P044824_921780",4,921780,"Mwali",-12.34268,43.73623,"ADM1","first-order administrative division","6295630|6255146|KM|03","Earth|Africa|Comoros|Mwali",1,1
"P064510","P064510_422233",4,422233,"Makamba Province",-4.16667,29.75278,"ADM1","first-order administrative division","6295630|6255146|BI|17","Earth|Africa|Burundi|Makamba Province",1,1
"P064510","P064510_426699",4,426699,"Ruyigi Province",-3.45,30.31667,"ADM1","first-order administrative division","6295630|6255146|BI|21","Earth|Africa|Burundi|Ruyigi Province",1,1
"P002366","P002366_2250804",4,2250804,"Kaolack",13.9967352849787,-15.9993905651731,"ADM1","first-order administrative division","6295630|6255146|SN|10","Earth|Africa|Senegal|Kaolack",1,1
"P002366","P002366_2244800",4,2244800,"Région de Thiès",14.86667,-16.86667,"ADM1","first-order administrative division","6295630|6255146|SN|07","Earth|Africa|Senegal|Région de Thiès",1,1
"P002366","P002366_2246451",4,2246451,"Saint-Louis",16.33333,-14.9853652926289,"ADM1","first-order administrative division","6295630|6255146|SN|14","Earth|Africa|Senegal|Saint-Louis",1,1
"P002366","P002366_2244990",4,2244990,"Tambacounda",13.91667,-13.25,"ADM1","first-order administrative division","6295630|6255146|SN|05","Earth|Africa|Senegal|Tambacounda",1,1
"P050616","P050616_2304116",4,2304116,"Ashanti Region",6.75,-1.49682041252719,"ADM1","first-order administrative division","6295630|6255146|GH|02","Earth|Africa|Ghana|Ashanti Region",1,1
"P050616","P050616_2302547",4,2302547,"Brong-Ahafo",7.75,-1.48410580857345,"ADM1","first-order administrative division","6295630|6255146|GH|03","Earth|Africa|Ghana|Brong-Ahafo",1,1
"P050616","P050616_2297169",4,2297169,"Northern Region",9.48572770908101,-1.00898524511031,"ADM1","first-order administrative division","6295630|6255146|GH|06","Earth|Africa|Ghana|Northern Region",1,1
"P050616","P050616_2294291",4,2294291,"Upper East Region",10.75,-0.75,"ADM1","first-order administrative division","6295630|6255146|GH|10","Earth|Africa|Ghana|Upper East Region",1,1
"P050616","P050616_2294286",4,2294286,"Upper West Region",10.33333,-2.25,"ADM1","first-order administrative division","6295630|6255146|GH|11","Earth|Africa|Ghana|Upper West Region",1,1
"P050616","P050616_2294076",4,2294076,"Western Region",5.49895045957483,-2.51119756399143,"ADM1","first-order administrative division","6295630|6255146|GH|09","Earth|Africa|Ghana|Western Region",1,1
"P000732","P000732_444178",4,444178,"Ādīs Ābeba Āstedader",8.99282042809008,38.75,"ADM1","first-order administrative division","6295630|6255146|ET|44","Earth|Africa|Ethiopia|Ādīs Ābeba Āstedader",1,1
"P000732","P000732_444179",4,444179,"Āfar",12.0070846007615,41.4761017749848,"ADM1","first-order administrative division","6295630|6255146|ET|45","Earth|Africa|Ethiopia|Āfar",1,1
"P000732","P000732_444180",4,444180,"Amhara",11.5032228434597,38.49887098215,"ADM1","first-order administrative division","6295630|6255146|ET|46","Earth|Africa|Ethiopia|Amhara",1,1
"P000732","P000732_444181",4,444181,"Bīnshangul Gumuz",11.0072714688866,35.5107032671446,"ADM1","first-order administrative division","6295630|6255146|ET|47","Earth|Africa|Ethiopia|Bīnshangul Gumuz",1,1
"P000732","P000732_444182",4,444182,"Dire Dawa",9.567,42.014,"ADM1","first-order administrative division","6295630|6255146|ET|48","Earth|Africa|Ethiopia|Dire Dawa",1,1
"P000732","P000732_444183",4,444183,"Gambela",7.83333,34.4960050602032,"ADM1","first-order administrative division","6295630|6255146|ET|49","Earth|Africa|Ethiopia|Gambela",1,1
"P000732","P000732_444184",4,444184,"Harari",9.25,42.16667,"ADM1","first-order administrative division","6295630|6255146|ET|50","Earth|Africa|Ethiopia|Harari",1,1
"P000732","P000732_444185",4,444185,"Oromiya",8.01077012167201,38.9988251590436,"ADM1","first-order administrative division","6295630|6255146|ET|51","Earth|Africa|Ethiopia|Oromiya",1,1
"P000732","P000732_444186",4,444186,"Somali",7.00780955591904,43.994623615199,"ADM1","first-order administrative division","6295630|6255146|ET|52","Earth|Africa|Ethiopia|Somali",1,1
"P000732","P000732_444188",4,444188,"Southern Nations, Nationalities, and People's Region",6.05862,36.7273,"ADM1","first-order administrative division","6295630|6255146|ET|54","Earth|Africa|Ethiopia|Southern Nations, Nationalities, and People's Region",1,1
"P000732","P000732_444187",4,444187,"Tigray",14.16667,38.83333,"ADM1","first-order administrative division","6295630|6255146|ET|53","Earth|Africa|Ethiopia|Tigray",1,1
"P001799","P001799_1040649",4,1040649,"Maputo",-25.4916498831571,32.33333,"ADM1","first-order administrative division","6295630|6255146|MZ|04","Earth|Africa|Mozambique|Maputo",1,1
"P001799","P001799_1030006",4,1030006,"Niassa Province",-13.0152129894045,36.7,"ADM1","first-order administrative division","6295630|6255146|MZ|07","Earth|Africa|Mozambique|Niassa Province",1,1
"P001799","P001799_1024312",4,1024312,"Província de Zambézia",-16.994289418361,37.0018700328487,"ADM1","first-order administrative division","6295630|6255146|MZ|09","Earth|Africa|Mozambique|Província de Zambézia",1,1
"P035691","P035691_7667657",4,7667657,"Kajiado",-2.131,36.878,"ADM1","first-order administrative division","6295630|6255146|KE|19","Earth|Africa|Kenya|Kajiado",1,1
"P035691","P035691_190106",4,190106,"Kwale",-4.13333,39.2,"ADM1","first-order administrative division","6295630|6255146|KE|28","Earth|Africa|Kenya|Kwale",1,1
"P035691","P035691_7667645",4,7667645,"Makueni",-2.222,37.872,"ADM1","first-order administrative division","6295630|6255146|KE|32","Earth|Africa|Kenya|Makueni",1,1
"P035691","P035691_7667652",4,7667652,"Taita Taveta",-3.4,38.37,"ADM1","first-order administrative division","6295630|6255146|KE|47","Earth|Africa|Kenya|Taita Taveta",1,1
"P046837","P046837_148679",4,148679,"Kagera",-1.91667,31.25,"ADM1","first-order administrative division","6295630|6255146|TZ|19","Earth|Africa|Tanzania|Kagera",1,1
"P046837","P046837_152219",4,152219,"Mwanza",-2.75,33.08333,"ADM1","first-order administrative division","6295630|6255146|TZ|12","Earth|Africa|Tanzania|Mwanza",1,1
"P055073","P055073_2597326",4,2597326,"Bas-Sassandra",5.50308369061108,-6.66667,"ADM1","first-order administrative division","6295630|6255146|CI|76","Earth|Africa|Ivory Coast|Bas-Sassandra",1,1
"P055073","P055073_2597328",4,2597328,"Denguélé",9.5058324949171,-7.38333,"ADM1","first-order administrative division","6295630|6255146|CI|77","Earth|Africa|Ivory Coast|Denguélé",1,1
"P055073","P055073_2597320",4,2597320,"Savanes",9.51915708618867,-5.49859488902519,"ADM1","first-order administrative division","6295630|6255146|CI|87","Earth|Africa|Ivory Coast|Savanes",1,1
"P055073","P055073_2597327",4,2597327,"Worodougou",8.51403335639454,-6.33333,"ADM1","first-order administrative division","6295630|6255146|CI|91","Earth|Africa|Ivory Coast|Worodougou",1,1
"P055073","P055073_2597325",4,2597325,"Zanzan",8.48207888972948,-3.25,"ADM1","first-order administrative division","6295630|6255146|CI|92","Earth|Africa|Ivory Coast|Zanzan",1,1
"P057345","P057345_2394992",4,2394992,"Borgou Department",9.75,2.75,"ADM1","first-order administrative division","6295630|6255146|BJ|10","Earth|Africa|Benin|Borgou Department",1,1
"P000968","P000968_2294236",1,2294236,"Lake Volta",7.40057,0.19472,"RSV","reservoir(s)","6295630|6255146|GH|00","Earth|Africa|Ghana|Lake Volta",3,1
"P069892","P069892_2335566",5,2335566,"Kainji Reservoir",10.39417,4.55556,"RSV","reservoir(s)","6295630|6255146|NG|00","Earth|Africa|Nigeria|Kainji Reservoir",4,2
"P091828","P091828_934384",2,934384,"La Nicolière",-20.15611,57.60833,"RSV","reservoir(s)","6295630|6255146|MU|16|934384","Earth|Africa|Mauritius|Pamplemousses District|La Nicolière",4,2
"P118045","P118045_7871349",2,7871349,"Mangbeto Reservoir",7.5177,1.37466,"RSV","reservoir(s)","6295630|6255146|TG|7871349","Earth|Africa|Togo|Mangbeto Reservoir",4,2
"P123513","P123513_10346205",1,10346205,"Egbe Reservoir",7.63056,5.56806,"RSV","reservoir(s)","6295630|6255146|NG|54|8636741|10346205","Earth|Africa|Nigeria|Ekiti State|Gbonyin|Egbe Reservoir",3,1
"P123513","P123513_10346217",1,10346217,"Ero Reservoir",7.96472,5.19667,"RSV","reservoir(s)","6295630|6255146|NG|54|8636735|10346217","Earth|Africa|Nigeria|Ekiti State|Ilejemeje|Ero Reservoir",3,1
"P123112","P123112_7911066",1,7911066,"Bakolori Reservoir",12.52842,6.21792,"RSV","reservoir(s)","6295630|6255146|NG|51|7911066","Earth|Africa|Nigeria|Sokoto State|Bakolori Reservoir",3,1
"P123112","P123112_7911064",1,7911064,"Challawa Gorge Reservoir",11.74278,8.01722,"RSV","reservoir(s)","6295630|6255146|NG|29|7911064","Earth|Africa|Nigeria|Kano State|Challawa Gorge Reservoir",3,1
"P123112","P123112_7911061",1,7911061,"Goronyo Dam",13.53056,5.88222,"RSV","reservoir(s)","6295630|6255146|NG|51|7911061","Earth|Africa|Nigeria|Sokoto State|Goronyo Dam",3,1
"P123112","P123112_2597377",1,2597377,"Tiga Reservoir",11.43722,8.4025,"RSV","reservoir(s)","6295630|6255146|NG|29|2597377","Earth|Africa|Nigeria|Kano State|Tiga Reservoir",3,1
"P123112","P123112_7911067",1,7911067,"Zobe Reservoir",12.37119,7.48306,"RSV","reservoir(s)","6295630|6255146|NG|24|7911067","Earth|Africa|Nigeria|Katsina State|Zobe Reservoir",3,1
"P117617","P117617_7798459",5,7798459,"Kamuzu Dam",-14.16279,33.68481,"RSV","reservoir(s)","6295630|6255146|MW|C|7798459","Earth|Africa|Malawi|Central Region|Kamuzu Dam",4,2
"P001409","P001409_6941916",1,6941916,"Katse Dam",-29.33694,28.50611,"RSV","reservoir(s)","6295630|6255146|LS|19|6941916","Earth|Africa|Lesotho|Thaba-Tseka|Katse Dam",3,1
"P041150","P041150_2294236",5,2294236,"Lake Volta",7.40057,0.19472,"RSV","reservoir(s)","6295630|6255146|GH|00","Earth|Africa|Ghana|Lake Volta",4,2
"P000962","P000962_2294236",1,2294236,"Lake Volta",7.40057,0.19472,"RSV","reservoir(s)","6295630|6255146|GH|00","Earth|Africa|Ghana|Lake Volta",3,1
"P000968","P000968_2296969",1,2296969,"Nungua",5.60106,-0.07713,"PPLX","section of populated place","6295630|6255146|GH|01|2306104|2296969","Earth|Africa|Ghana|Greater Accra Region|Accra|Nungua",2,1
"P041566","P041566_8581534",1,8581534,"Guinaw Rails Nord",14.75339,-17.38393,"PPLX","section of populated place","6295630|6255146|SN|01|2246678|8581534","Earth|Africa|Senegal|Dakar|Pikine|Guinaw Rails Nord",2,1
"P044674","P044674_327651",1,327651,"Teseney",15.11,36.6575,"PPLX","section of populated place","6295630|6255146|ER|04|344211|327651","Earth|Africa|Eritrea|Gash-Barka Region|Aligider|Teseney",2,1
"P050623","P050623_2306415",1,2306415,"Abeka",5.59655,-0.2448,"PPLX","section of populated place","6295630|6255146|GH|01|2306104|2306415","Earth|Africa|Ghana|Greater Accra Region|Accra|Abeka",2,1
"P050623","P050623_2304908",1,2304908,"Alajo",5.59561,-0.21791,"PPLX","section of populated place","6295630|6255146|GH|01|2297864|2304908","Earth|Africa|Ghana|Greater Accra Region|Mpehuasem|Alajo",2,1
"P050623","P050623_8457210",1,8457210,"Bubiashie",5.57861,-0.24892,"PPLX","section of populated place","6295630|6255146|GH|01|2306104|8457210","Earth|Africa|Ghana|Greater Accra Region|Accra|Bubiashie",2,1
"P050623","P050623_2300038",1,2300038,"Dansoman Estate",5.5412,-0.26422,"PPLX","section of populated place","6295630|6255146|GH|01|2302009|2300038","Earth|Africa|Ghana|Greater Accra Region|Tunga|Dansoman Estate",2,1
"P050623","P050623_2299205",1,2299205,"Kpehe",5.58561,-0.2144,"PPLX","section of populated place","6295630|6255146|GH|01|2306104|2299205","Earth|Africa|Ghana|Greater Accra Region|Accra|Kpehe",2,1
"P050623","P050623_8198918",1,8198918,"Mallam",5.57118,-0.29277,"PPLX","section of populated place","6295630|6255146|GH|01|2300721|8198918","Earth|Africa|Ghana|Greater Accra Region|Gbawe|Mallam",2,1
"P050623","P050623_2297380",1,2297380,"Nima",5.58132,-0.19816,"PPLX","section of populated place","6295630|6255146|GH|01|2306104|2297380","Earth|Africa|Ghana|Greater Accra Region|Accra|Nima",2,1
"P050623","P050623_2296969",1,2296969,"Nungua",5.60106,-0.07713,"PPLX","section of populated place","6295630|6255146|GH|01|2306104|2296969","Earth|Africa|Ghana|Greater Accra Region|Accra|Nungua",2,1
"P050623","P050623_9161889",1,9161889,"Nyohini",9.4015,-0.86727,"PPLX","section of populated place","6295630|6255146|GH|06|2294877|9161889","Earth|Africa|Ghana|Northern Region|Tamale|Nyohini",2,1
"P060005","P060005_7595622",1,7595622,"Cyahafi",-1.9488,30.0549,"PPLX","section of populated place","6295630|6255146|RW|12|202061|7595622","Earth|Africa|Rwanda|Kigali|Kigali|Cyahafi",2,1
"P064961","P064961_425359",1,425359,"Bwiza",-3.3735,29.3694,"PPLX","section of populated place","6295630|6255146|BI|24|425378|425359","Earth|Africa|Burundi|Bujumbura Mairie Province|Bujumbura|Bwiza",2,1
"P064961","P064961_425374",1,425374,"Rohero",-3.3797,29.3639,"PPLX","section of populated place","6295630|6255146|BI|24|425378|425374","Earth|Africa|Burundi|Bujumbura Mairie Province|Bujumbura|Rohero",2,1
"P067605","P067605_2492676",1,2492676,"Casbah",36.78458,3.05928,"PPLX","section of populated place","6295630|6255146|DZ|01|2507480|2492676","Earth|Africa|Algeria|Wilaya d’ Alger|Algiers|Casbah",2,1
"P067605","P067605_2485604",1,2485604,"Oued Korine",36.78333,3.03333,"PPLX","section of populated place","6295630|6255146|DZ|55|2507480|2485604","Earth|Africa|Algeria|Wilaya de Tipaza|Algiers|Oued Korine",2,1
"P069183","P069183_1106304",1,1106304,"Costa do Sol",-25.91694,32.63361,"PPLX","section of populated place","6295630|6255146|MZ|04|1106308|1106304","Earth|Africa|Mozambique|Maputo|B. Triunfo|Costa do Sol",2,1
"P069183","P069183_1106288",1,1106288,"Luís Cabral",-25.93889,32.53833,"PPLX","section of populated place","6295630|6255146|MZ|04|1040652|1106288","Earth|Africa|Mozambique|Maputo|Maputo|Luís Cabral",2,1
"P069183","P069183_1106297",1,1106297,"Malhazine",-25.88083,32.59111,"PPLX","section of populated place","6295630|6255146|MZ|04|1040652|1106297","Earth|Africa|Mozambique|Maputo|Maputo|Malhazine",2,1
"P069183","P069183_9072715",1,9072715,"Samora Machel",-25.97069,32.57239,"PPLX","section of populated place","6295630|6255146|MZ|04|1040652|9072715","Earth|Africa|Mozambique|Maputo|Maputo|Samora Machel",2,1
"P069465","P069465_2298512",1,2298512,"La",5.57015,-0.15592,"PPLX","section of populated place","6295630|6255146|GH|01|2306104|2298512","Earth|Africa|Ghana|Greater Accra Region|Accra|La",2,1
"P069465","P069465_2297432",1,2297432,"New Tafo",6.7092,-1.61365,"PPLX","section of populated place","6295630|6255146|GH|00|2297432","Earth|Africa|Ghana|Kumasi|New Tafo",2,1
"P071340","P071340_2347625",1,2347625,"Bariga",6.54324,3.38414,"PPLX","section of populated place","6295630|6255146|NG|05|2347625","Earth|Africa|Nigeria|Lagos|Bariga",2,1
"P071340","P071340_2337017",1,2337017,"Itire",6.49152,3.32557,"PPLX","section of populated place","6295630|6255146|NG|05|2337017","Earth|Africa|Nigeria|Lagos|Itire",2,1
"P071340","P071340_2331158",1,2331158,"Makoko",6.49611,3.38778,"PPLX","section of populated place","6295630|6255146|NG|05|2318527|2331158","Earth|Africa|Nigeria|Lagos|Yaba|Makoko",2,1
"P071391","P071391_2338355",1,2338355,"Iju",6.675,3.33278,"PPLX","section of populated place","6295630|6255146|NG|05|2338355","Earth|Africa|Nigeria|Lagos|Iju",2,1
"P072018","P072018_2351521",1,2351521,"Ajah",6.46962,3.56287,"PPLX","section of populated place","6295630|6255146|NG|05|2351521","Earth|Africa|Nigeria|Lagos|Ajah",2,1
"P074490","P074490_9165753",1,9165753,"Carrefour Ndokoti",4.04345,9.74248,"PPLX","section of populated place","6295630|6255146|CM|05|2232593|9165753","Earth|Africa|Cameroon|Littoral|Douala|Carrefour Ndokoti",2,1
"P074850","P074850_2345909",1,2345909,"Coker",6.47088,3.32895,"PPLX","section of populated place","6295630|6255146|NG|05|2345909","Earth|Africa|Nigeria|Lagos|Coker",2,1
"P082492","P082492_149734",1,149734,"Stone Town",-6.16176,39.19128,"PPLX","section of populated place","6295630|6255146|TZ|25|148730|149734","Earth|Africa|Tanzania|Zanzibar Urban/West|Zanzibar|Stone Town",2,1
"P083131","P083131_184736",1,184736,"Nairobi South",-1.31667,36.83333,"PPLX","section of populated place","6295630|6255146|KE|05|184745|184736","Earth|Africa|Kenya|Nairobi|Nairobi|Nairobi South",2,1
"P083131","P083131_178147",1,178147,"Westlands",-1.26667,36.8,"PPLX","section of populated place","6295630|6255146|KE|05|184745|178147","Earth|Africa|Kenya|Nairobi|Nairobi|Westlands",2,1
"P083325","P083325_1106289",1,1106289,"Jardim",-25.92278,32.53889,"PPLX","section of populated place","6295630|6255146|MZ|04|1040652|1106289","Earth|Africa|Mozambique|Maputo|Maputo|Jardim",2,1
"P084002","P084002_2224922",1,2224922,"New Bell",4.0354,9.7215,"PPLX","section of populated place","6295630|6255146|CM|05|2232593|2224922","Earth|Africa|Cameroon|Littoral|Douala|New Bell",2,1
"P087304","P087304_2595714",1,2595714,"Patte d’Oie",14.74363,-17.43347,"PPLX","section of populated place","6295630|6255146|SN|01|2251339|2595714","Earth|Africa|Senegal|Dakar|Grand Dakar|Patte d’Oie",2,1
"P088876","P088876_224457",1,224457,"Boûl’aos",11.58333,43.15,"PPLX","section of populated place","6295630|6255146|DJ|07|223817|224457","Earth|Africa|Djibouti|Djibouti Region|Djibouti|Boûl’aos",2,1
"P090073","P090073_360805",1,360805,"Al Maks",31.14759,29.84381,"PPLX","section of populated place","6295630|6255146|EG|06|415494|360805","Earth|Africa|Egypt|Alexandria|‘Izbat Wādī al Qamar|Al Maks",2,1
"P090867","P090867_228828",1,228828,"Mulago",0.35,32.58333,"PPLX","section of populated place","6295630|6255146|UG|C|443339|230341|228828","Earth|Africa|Uganda|Central Region|Kampala District|Kyebando|Mulago",2,1
"P090867","P090867_6696115",1,6696115,"Ntinda",0.35529,32.6142,"PPLX","section of populated place","6295630|6255146|UG|C|232422|6696115","Earth|Africa|Uganda|Central Region|Kampala|Ntinda",2,1
"P094229","P094229_360805",1,360805,"Al Maks",31.14759,29.84381,"PPLX","section of populated place","6295630|6255146|EG|06|415494|360805","Earth|Africa|Egypt|Alexandria|‘Izbat Wādī al Qamar|Al Maks",2,1
"P094281","P094281_2411989",1,2411989,"Serrekunda",13.43833,-16.67806,"PPLX","section of populated place","6295630|6255146|GM|01|2413239|2411989","Earth|Africa|Gambia|City of Banjul|Serekunda|Serrekunda",2,1
